loc,lon,lat
margaretta terrace chelsea cashier,-0.1683317,51.4856732
marine terrace aljerdeen,-2.1014357,57.1379858
mariposa,-119.9662843,37.4849377
maritana street kalroorlie w,121.4701278,-30.7427013
mark lane b,-98.1873419,31.071507
mark lane london,-0.0801696,51.5109898
market,-95.6425911,37.0359275
market square chambers pontypridd,-3.3406201,51.6017823
market square hanley,-2.1984286,53.045582
market street pretor,28.131973,-25.7135249
market street pretoria,28.131973,-25.7135249
market street tjlverston lanes,-3.0944272,54.1959701
market street ulveraton lanes,-3.0944272,54.1959701
market street y,-99.7633502,32.3967814
market street york,-1.0823179,53.958707
marlborjugh street w,-71.3169377,41.4907446
marlborough street w,-71.3169377,41.4907446
marloes road s,-0.1922855,51.4966374
marquess road n,-92.857254,45.027274
marriot road tollington park n,-0.1133877,51.5669379
marshall,-95.774913,36.0674332
marten avenue el,-121.8007828,37.3485882
marten road middlesbrough,-1.2230048,54.5585908
martin street stafford is deputy,-77.4806703,38.4645462
martins lane cannon street london,-0.0874981,51.5110878
martins lane e,-75.2049296,40.0646483
marton road middlesbrough,-1.2230048,54.5585908
mary street cardifi,-3.1774893,51.477657
mary street cardifl,-3.1774893,51.477657
mary street gympie,152.6610599,-26.1896655
mary street rhllil,145.239972,-38.4640181
maryland,-76.6412712,39.0457549
marysville,-122.1770818,48.0517637
massachusetts,-71.3824374,42.4072107
mately s acres of,2.2482263,48.8978543
mathias road n,-93.4934379,44.7690143
mazatlan,-106.4111425,23.2494148
meeson road west ham shares,0.0118781,51.5379328
melbury terrace n,-73.331624,40.690555
menzies find,-95.8914109,36.2001704
merchant street rangoon,96.1685469,16.771526
merrett road s,-73.3738628,41.1637198
merthvr terrace castlenan,-3.381646,51.74873
mexico,-102.552784,23.634501
meynell road south hackney clerk,-0.0432194,51.5424986
miami,-80.1917902,25.7616798
michigan,-85.6023643,44.3148443
michoacan,-101.7068294,19.5665192
middle hill,-79.9710261,40.4480961
middle lane hornsey n,-0.1229059,51.5848735
middlesborough,-1.234956,54.574227
midland,-102.0779146,31.9973456
midlothian,-96.9944489,32.482361
miicmillan avenue road new southgate,-0.1336691,51.6396465
miles s in northern,-95.712891,37.09024
miles square each,-87.6716521,41.8664789
miles square in north,-87.6716521,41.8664789
milk street b m n,-71.054596,42.3575512
milltream road bermondsey accountant,-0.0642806,51.4933467
milwaukee,-87.9064736,43.0389025
mincinir lane b,-75.7969327,39.6081026
mine at and the leona mine,-117.3347631,33.8000185
mine at bawdwin and the smelting,97.298241,23.10651
mine at birstall near leeds the,-1.6197027,53.6433676
mine at blinman,138.6744181,-31.0878849
mine at capel curig north walcb,-3.9123601,53.1061519
mine at chota nagpur northern india,85,23
mine at croydon a controlling interest,-0.098234,51.376165
mine at croydon the hon g,142.2435729,-18.2060732
mine at darley dale with smelter,-1.6094063,53.1561818
mine at dartmoor devon,-3.7047828,50.6232013
mine at granby bay observatory,-129.8269297,55.3964574
mine at herberton has been acquired,145.390123,-17.3835409
mine at inrerelli,151.1218886,-29.7871108
mine at inverell n s w,151.1218886,-29.7871108
mine at january st were estimated,-95.712891,37.09024
mine at kimberley formerly the property,24.7499112,-28.7282384
mine at laxey in the isle,-4.4052041,54.2337524
mine at liskeard since abandoned and,-4.464719,50.45552
mine at llanharry,-3.429953,51.514763
mine at manatee devoushire the authorised,-82.345189,27.4799195
mine at meekatharra western,118.4320298,-26.7145613
mine at meliden flintshire the consideration,-3.4108305,53.3156387
mine at mount hawke scorrier,-5.206661,50.282192
mine at oneta province of bergamo,9.8187522,45.871101
mine at ouro preto which has,-43.493117,-20.3865795
mine at penygroes carnarvonshire the consideration,-4.283645,53.05459
mine at rcdruth license to mine,-5.2619109,50.230847
mine at rhydymwyn north wales,-3.200838,53.199781
mine at rich gulch in,-120.63,38.33028
mine at santa ana bituated about,-117.867653,33.7454725
mine at st just,-5.6892238,50.1403001
mine at st neot cornwall,-4.5564405,50.4727351
mine at waihi by,175.8427477,-37.3866968
mine at waihi by a steam,175.8427477,-37.3866968
mine at whitchurch near tavistook,-2.682045,52.968716
mine at yilgarn,119.4061954,-31.5328519
mine at youlgrave derbyshire the consideration,-1.682148,53.176166
mines at a profit,-95.9933479,36.1527857
mines at arden new monkland lanarkshire,-3.9937704,55.887105
mines at bawdwin in the,97.298241,23.10651
mines at belcher mountain washing,-118.5052942,48.711003
mines at buckfastleigh,-3.779342,50.481799
mines at chaillac indre droitaumont llleurthe,1.297417,46.43481
mines at charters towers queens,-73.8047322,40.7561475
mines at cleve,-87.6059656,46.44123
mines at concepcion del m mazapil,-101.5532019,24.6378747
mines at coniston lancashire the mines,-2.7167921,53.5853815
mines at coral quemado fraguas,-70.3667,-33.35
mines at cranford near kettering northamptonshire,-0.6395125,52.3862291
mines at drws y coed talyaarn,-4.163889,53.045278
mines at drws y ooed talysarn,-4.2512016,53.0529091
mines at duneen bay co cork,-9.5202676,51.5255725
mines at eisbach near graz,11.6059903,48.1594618
mines at fazenda de c ampo,-77.0097868,38.8958561
mines at frodingham lincolnshire cottesmore in,-0.655471,53.594209
mines at gopeng district of kinta,101.1551172,4.421124
mines at huntington cannock stafiordshire,-2.0427424,52.7119876
mines at iisiugton south devon,-3.7047828,50.6232013
mines at kanowna western,121.579492,-30.604877
mines at klingenthal,12.4597621,50.4158042
mines at lanllyfin carnarvonshire the consideration,-4.2829389,53.0431696
mines at laxey,-4.4054908,54.2327597
mines at laxey in the ibio,-4.4060267,54.2336685
mines at laxey in the isle,-4.3903846,54.2254822
mines at lithgow coal mines and,150.169204,-33.460931
mines at llanarmon near mold the,-3.2109489,53.0966063
mines at llsington south devon the,-3.7047828,50.6232013
mines at market overton near oakham,-0.684903,52.738772
mines at mawchi in the karenni,97.1601715,18.8217323
mines at nelson,-114.7838125,35.7458596
mines at or near newbiggin,-1.513952,55.185467
mines at ratuapura ceylon the con,80.3847345,6.7055742
mines at scordale near appleby westmcrland,-2.489614,54.578302
mines at settlinirstoaes,-2.2420055,55.01188
mines at spring mountains,-115.1569094,36.1167461
mines at staveley derbyshire the properties,-1.351435,53.266064
mines at tsumeb miles a branch,17.728092,-19.2443226
mines at wanlockhead dumfriesshire,-3.780787,55.397403
minnesota,-94.6858998,46.729553
mississippi,-89.3985283,32.3546679
mitcham road streatham,-0.1403565,51.4251099
mnrtwan road stoke newington n,-0.0748139,51.5538891
moctezuma,-122.2568903,47.4579901
mojave,-115.4733551,35.0109911
mokelunne hill,-120.7063219,38.3004709
molbnrn viaduct london,-0.1047213,51.5170835
momington road leytonstone,0.0138556,51.5674257
momma street e,-93.2914144,37.2297643
monger lane b,-85.0252299,35.2137195
montana,-110.3625658,46.8796822
monteponi,8.5095979,39.3012192
montezuma,-77.6554273,39.9161766
montgomery,-86.3077368,32.3792233
montpelier square s,-0.1661919,51.5000527
montreal,-73.567256,45.5016889
moor road chorlcy lanes,-2.6417177,53.6408816
moorfrate street e,-0.0887609,51.5170923
moorgat street london,-0.0887609,51.5170923
moorgatc street b,-119.127404,35.3370265
moorgate street b,-119.127404,35.3370265
moorgate street chambers moorgate street,-0.0887609,51.5170923
moorgate street e,-0.0887609,51.5170923
moorgate street phone,-81.0876948,28.5146936
moorgatn street ac,-0.0887609,51.5170923
moorjfate street k,-81.0876948,28.5146936
moorland road burslem btafl s,-2.1908037,53.0468019
moorland road burslem staffs,-2.1867577,53.0476857
moreland street finsbury park clerk,-0.1047257,51.5645784
morenci,-109.3280282,33.0508859
morgcn square mode on turfiontein,-81.9321686,34.9497165
mornington road leytonstone shorthand writer,0.0138556,51.5674257
morton,-95.9814077,36.1743875
moscly street newcastlc,-1.6104259,54.9709143
moscow,37.6172999,55.755826
moseley street xewcastle,-1.6104259,54.9709143
mosman street charters,146.256331,-20.0776742
motcombe street s,-0.1564261,51.4994807
mount chalmers,150.6422411,-23.288277
mount street w,-76.6435567,39.2843557
mowbray road sunderland is adirectorof,-1.3788382,54.8981781
moxley road bilston staffs,-2.0435167,52.5627723
mun avenue marceau parib,2.2982887,48.8693327
murrin murrin,121.810755,-28.915287
museum street w,-0.1250534,51.5172581
myddleton square miner,-0.0889854,51.5272503
mysore,76.6393805,12.2958104
nah lane house b,-86.9136421,40.0442132
namaqualand,19.3783206,-29.9786556
namaqualand south africa,19.3783206,-29.9786556
names road lambeth,-0.1235215,51.4663796
natal street kimberley s,24.7499112,-28.7282384
navarino road dnlston surveyor,-0.0770975,51.5456498
ncvill street southport lancashire,-3.0060622,53.6497231
ncwgnto street london,-0.1277583,51.5073509
ne square mi e of,-97.3448683,32.7214707
near a good port,-81.5404443,31.1247021
near cherry creek,-104.9476466,39.7206887
near dowlais and at abercynon,-3.3293529,51.647512
near drybrook,-2.518649,51.855809
near gambassi,10.9467939,43.5228733
near nictaux and torbrook in,-64.97936,44.914422
near the fuel mine,-111.8938686,38.9363716
near the railway station of,-95.7013701,36.5298152
near the road,-95.7104708,37.0253573
near the village,-96.3850178,36.4106254
near theunisssn station,26.71944,-28.40472
near woodsville,-72.0367187,44.1512867
nearly s in mashonaland,30.8958242,-17.6379366
nearly square milcb,-94.4803142,39.0516719
nederland,-105.5108312,39.9613759
needles,-114.6141315,34.8480597
negaunee,-87.6068721,46.5090928
netherlands,5.291266,52.132633
nevada,-116.419389,38.8026097
nevern square earts,-0.1971893,51.4918301
neville street neweastle,-1.6176349,54.9691366
new brunswick,-66.4619164,46.5653163
new hampshire,-71.5723953,43.1938516
new jersey,-74.4056612,40.0583238
new mexico,-105.8700901,34.5199402
new road cradley heath,-2.092224,52.4710192
new square chesterfield,-1.4311178,53.2359073
new square lincoln s inn,-0.1132912,51.5160414
new square w,-1.9922854,52.52043
new street huddersfield,-1.7833378,53.6444611
new street leicester,-1.1365286,52.6336946
new york,-74.0059728,40.7127753
new zealand,174.885971,-40.900557
newberry,-81.6187178,34.2745833
newcastle,-1.61778,54.978252
newenham street limerick,-8.6330803,52.6587429
newfoundland,-57.6604364,53.1355091
newgate street chester,-2.8886574,53.1892192
newgate street e,-112.3525639,34.601003
newhouse,-76.1351627,43.0398675
newinsztnn road secretary to a,-72.7228293,41.6972996
newmains,-3.87477,55.784599
newmains and hallcraig,-3.9776134,55.8669852
newman street w,-117.6764734,34.1519306
newport,-71.3128285,41.4901024
newsiate street chester,-2.8886574,53.1892192
niagara,-79.0741629,43.0828162
nicaragua,-85.207229,12.865416
nicholas lane e,-86.6042181,39.2347123
nicholas lane lombard street b,-0.0867907,51.5124927
nicholas lane london,-0.0873035,51.5118112
nicholas street scarboroof,-0.3986967,54.2819844
nichols square hackney clerk,-0.0724376,51.573445
nicholson street edinburgh,-3.1845747,55.9455007
nicoll road harlesden director gold,-0.2504532,51.5372483
nile street burslem staffs,-2.1915168,53.0431767
nine miles east of,-73.5857077,43.1722312
nine miles in a,-77.2792699,18.2972093
nine s at tarkwa,-1.9930466,5.301832
nine s in linden,-74.2445902,40.6220478
nine s including the,-96.7816649,32.7844571
nine square including the hutti,-88.191444,39.4846781
nlaco street s,-122.7708974,45.3320457
nndenhall street b,-89.8693083,31.9638222
nondweni road station natal,30.8053835,-28.1884481
nondweni road station natal government,30.8053835,-28.1884481
norfolk,-76.2858726,36.8507689
north of sutherland hills,-78.6304159,35.8314851
north street kcifrbley,-1.2561476,52.9913697
north street keighlcy,-1.9096631,53.8670998
north togston,-1.606245,55.316689
northampton road glerkonwcll,-72.5301217,42.368119
northgatc street chester is a,-2.8922971,53.1921463
northgate street chester,-2.8922971,53.1921463
northop road mold flint,-3.1307299,53.2094167
northumberland avenue w,-0.1249472,51.5069825
northuniljerlimd avenue w,-0.1249472,51.5069825
northwest arabia,45.079162,23.885942
norway,8.468946,60.472024
norwood road lower norwood s,-0.1053153,51.4372682
nottingham,-1.1581086,52.9547832
now scotland,-4.2026458,56.4906712
nsll avenue ec,-94.6492109,38.9081679
nswgate street l,-1.6175526,54.9727498
nysbo s near odumassi,-2.3172324,7.3727017
oakficld road clapton,-0.053812,51.5540187
oakland,-122.2711639,37.8043514
oakley square n,-78.8683211,36.005568
oakley street chelsea share j,-0.1685603,51.4852375
oatman,-114.3835698,35.0263915
oaxaca,-96.7265889,17.0731842
obu street sunderland,-1.383801,54.906869
ocampo,-101.4782799,21.6481453
occupation lane pudsey near leeds,-1.6783436,53.7930971
octavia street san fraucisoo u,-122.4228401,37.7714254
odumassi s situate between,-2.3172324,7.3727017
of road from charters towers,146.2906972,-20.0653583
of s being miles,-95.712891,37.09024
of s in abyssinia,-75.2116667,39.9541667
of s in nigeria,8.675277,9.081999
of s in southern,-95.712891,37.09024
of s in swaziland,31.465866,-26.522503
of s near kumnssi,-1.6162709,6.6666004
of s of agricultural,-95.712891,37.09024
of s of freehold,-74.3000878,40.2136754
of s of iltural,-87.5635963,41.7691802
of s on rafingora,30.4386437,-17.0363653
of s the santa,-117.9191571,33.7044152
of square feet,-77.6299586,37.6128784
offord road n,-0.1122084,51.5434245
oklahoma,-97.092877,35.0077519
old road hanley,-90.3282135,38.7033554
old square w,-92.9250409,40.6314132
oldham,-2.1113659,53.5409298
olinda road stam,-0.0722992,51.5753747
omaha,-95.9345034,41.2565369
on road or rail,-85.637727,38.1880129
ondine road east dulwich lane,-0.0745395,51.4624733
one  situate on,-76.183273,36.839876
one  under prospecting,-83.3971676,42.3970918
one  with machinery,-73.2666742,40.7474763
one  with plant,-122.3142425,37.9652396
one and a half,-116.9661631,32.6489178
one mile and a,-95.9314699,36.8150764
one mile from lucknow,80.946166,26.8466937
one mile lrorn lucknow,80.946166,26.8466937
oneida,-75.6512931,43.0925684
onslow square s,-0.1742798,51.4925695
ontario,-85.323214,51.253775
oopihsll avenue eec,-79.5089043,43.7094977
oraoechurch street london,-0.0850996,51.5119496
orchard road highgate n,-0.1404482,51.5750886
orchard street ipswich,1.1621145,52.0573409
orchard street neath,-3.803464,51.6619642
oregon,-120.5542012,43.8041334
oresham street e,-118.5373753,34.2307713
ormond street w,-0.1207462,51.5218626
oroville,-121.556359,39.5137752
osaka,-95.8522669,36.0458512
osbaldeston road n,-0.0667943,51.5661493
osceola,-81.0754657,28.1019838
osnaburgh terrace regent s park,-0.1569694,51.5312705
ossington street bayswater in the,-0.1925503,51.5109526
otago,170.1547567,-45.4790671
ottawa,-75.6971931,45.4215296
ou the farms driefontein and,-97.4457137,35.2058936
ouray,-107.6714487,38.0227716
ourzon street derby,-1.4832408,52.9218983
outside south africa and that,22.937506,-30.559482
over s and from,-93.3997448,44.9709444
over s are held,-95.712891,37.09024
over s at berrida,148.8435338,-36.3794171
over s in jos,8.8583309,9.8965273
over s of the,-118.4263048,34.1474868
over s with right,-95.712891,37.09024
ovington square s,-0.1646769,51.4969699
oxford,-1.2577263,51.7520209
pa s imnru one,-77.1945247,41.2033216
pachuca,-98.7591311,20.1010608
packinjrton street n,-0.0983124,51.536802
palace road s,-0.1158264,51.440538
palace road upper norwood is,-0.0804351,51.4191198
palace street s,-0.1407946,51.4985567
palmerston road buckhurst hill shares,0.0447148,51.627266
panama,-80.782127,8.537981
pancras lane b,-0.0919547,51.5131966
pancras lane clerk,-0.0919547,51.5131966
pancras lane e,-0.0919547,51.5131966
pancras lane e c,-0.0919547,51.5131966
pancras lane london,-0.0919547,51.5131966
pancras road n,-0.1286574,51.5334636
pandora road west hampstead n,-0.1949783,51.549972
panmure road sydenham is a,-0.0629994,51.4330901
panmure street dundee,-2.9699178,56.4632018
paris,2.3522219,48.856614
park lane share,-96.7488366,32.8686008
park lane tottenham clerk,-0.0592124,51.6023548
park lane w,-87.332189,30.614255
park lane w and normanhurst,151.0970108,-33.7245321
park lane w is a,-78.6964175,42.8740594
park lane wedne bary stalls,-81.6148724,41.5066496
park lane wednesbory staffs,-2.0156038,52.564049
park road accountant,-93.7145164,41.5908088
park road earnsley,-1.4827266,53.5448356
park road hackney,-0.0437748,51.5383446
park road hornsey accountant for,-0.1104031,51.5893948
park road king s hill,0.4242373,51.2714756
park road n,-80.239023,26.692282
park road southport is a,-2.9875704,53.6534524
park road tieekenham kent is,-0.023,51.402
park road west blackheath se,0.0105664,51.47785
park road west dnlwicb,-0.0969519,51.4400022
park square east n,-0.1454593,51.524608
park terrace gloucester,-71.343263,42.022383
parker s range one,-94.144532,36.351245
parkgate road cheater is a,-2.906604,53.2093631
parkhurst road bowes par,-0.1122998,51.6074379
parliament street hull,-0.335493,53.7437811
parliament street s,-79.3658978,43.6591763
parral,-105.6666166,26.9317835
patterson street launceston,147.1351481,-41.4379608
paul street n,-104.9512058,39.7544552
pcnge road south norwood,-0.0704676,51.4024245
peg s of,-119.757869,39.437959
pelham street s,-75.0027755,39.8570823
pellatt road east dulwich clerk,-0.0747423,51.4541668
pellatt road enst dulwich,-0.0747423,51.4541668
pembroke square w,-0.1989426,51.4965071
penkctt road vsllssey,-3.0369184,53.426203
pennington,-74.790718,40.3284402
pennsylvania,-77.1945247,41.2033216
penohurch street k,-0.0808231,51.5119243
penywern road s,-0.1937046,51.4908008
perch street kingsland n,-98.4405849,30.6582405
pevensey road st,0.5539356,50.8557488
philadelphia,-75.1652215,39.9525839
philpot lane b,-0.084063,51.5111458
philpot lane e,-0.084063,51.5111458
phoenix,-112.0740373,33.4483771
pilgrim street ncwcastle,-1.6065693,54.9716068
pilgrim street ncwcastte,-1.6065693,54.9716068
pimbo lane jpholland lancashire,-2.7448042,53.5237629
pinos,-97.3551624,37.6837535
pittsburg,-121.8846806,38.0279762
pittsburgh,-79.9958864,40.4406248
placerville,-120.798546,38.7296252
plant at bmothwick near bir,-3.015523,55.825894
plant at cothercott,-2.8577378,52.608729
plant at cwm avon granrr,-3.7900114,51.5918199
plant at hebburn for converting our,-1.52199,54.972283
plant at high,-82.5028791,27.9236498
plant at international utah,-111.9048,40.7815
plant at liideritzbucht which supplies,15.1508625,-26.6362913
plant at penybryi halkyn holywell north,-3.2705894,53.260909
plant at penybryn halkyn holywell north,-3.2740656,53.2793284
plant at shelton stoke on trent,-2.174525,53.038803
plant at smethwick near bir,-1.965207,52.492401
plant at smethwiok near bir,-1.965207,52.492401
plant at vill i mercedes and,-87.495628,33.170547
plants at once thua,107.5905326,16.467397
plants at washoe,-119.8369554,39.2654289
plato road brixton engineer,-0.1258707,51.4599896
plimsoll road finsbury park secretary,-0.1023919,51.5606979
plumas,-120.8039474,39.9926832
plymouth,-70.6672621,41.9584457
pnucraa lane e,-0.0919547,51.5131966
pocock street blackfriars s,-0.104568,51.5018973
polworth road streatham share,-0.1269427,51.4248554
pont street belgrave square,-0.1542554,51.4985699
ponth street finsbuv,-0.1595003,51.4971387
poplar avenue willesden green stockbroker,-0.1988304,51.5822114
porchestcr terrace w is a,-0.184364,51.5126155
porcupine,-111.7909417,40.6189514
port clarence,-166.8458332,65.2622222
port pirie,138.0088567,-33.1708294
portland,-122.6750261,45.5051064
portman square share,-0.1558333,51.5161838
portsdown road w,103.7936959,1.2964333
portugal,-8.224454,39.399872
potosi,-65.7550063,-19.5722805
pracrt street clerk,-98.737766,37.64341
prescott,-112.4685025,34.5400242
preston road standish rear vigsn,-2.6733001,53.5970305
princes square share,-4.254405,55.859139
princes street b,-3.1987608,55.9516048
princes street big,-3.1987608,55.9516048
princes street e,-78.7310402,44.5406293
princes street edinburgh,-3.1987608,55.9516048
princes street london,-0.0893798,51.5140846
princes street storey s gate,-0.1296283,51.5003984
princeton,-74.6550739,40.3430942
principally in the keffi district,7.8776023,8.8471213
principally in the lydenburg,30.447285,-25.0815817
prinres street k,-3.1987608,55.9516048
priorly road bolton,-1.3165066,53.5191597
priory road bolton,-1.3165066,53.5191597
prnces street k,-76.4961129,44.2344015
property s near attasi,-114.3291148,34.477076
prospect road st,-76.3038912,39.6881995
providence,-71.4128343,41.8239891
psalter lane sheflield,-1.4984897,53.3646612
ptball avenue i,-73.9492531,40.6289588
pulacayo,-66.691422,-20.385731
pullman,-117.1817377,46.7297771
purchase s of land,-95.712891,37.09024
qneen street oheapside s,-0.0923478,51.5138404
quarter s in the,-72.591355,42.344032
quarters  near efiiena,-90.0644107,29.9584426
quay road ballyoastle,-6.24439,55.203409
quccn street place el,-0.0932595,51.5102929
quebec,-71.2079809,46.8138783
queen street b,-79.3746464,43.6533053
queen street cardiff,-3.1752,51.4821436
queen street cardifl,-3.1752,51.4821436
queen street cheapside,-0.0923478,51.5138404
queen street chenpside merchant,-0.0923478,51.5138404
queen street colchester,0.9039067,51.8887545
queen street edinburgh,-3.1981455,55.954932
queen street edinburgh to carry,-3.1981455,55.954932
queen street financial apent,-0.0928063,51.5129571
queen street flare ilg,-75.7019298,45.4200479
queen street lace,-76.760394,39.3630308
queen street london,-0.0932595,51.5102929
queen street mayfair is a,-0.1471898,51.507368
queen street mel urne,144.956785,-37.8075798
queen street neweutle,-1.6070083,54.9691632
queen street olleapside flo,-76.6905613,39.9338256
queen street place,-75.7019298,45.4200479
queen street place e,-79.3278595,43.6637879
queen street place london,-0.0932595,51.5102929
queen street place secretary to,-0.0932595,51.5102929
queen street place this company,-0.0928026,51.5102888
queen street plaoa b,-122.8586545,49.2775505
queen street plara xx,-76.6905613,39.9338256
queen street plncc k,-75.7019298,45.4200479
queen street westminster,-0.1471898,51.507368
queen street wolverhampton,-2.124214,52.585719
queen street wrexham,-2.9935201,53.0462886
queensland,142.7027956,-20.9175738
quetn street place e,-79.3278595,43.6637879
quincy,-91.4098726,39.9356016
raccchuich street b,-122.2768799,47.5496334
ralph street h,-79.953912,32.7839427
ralston street tedworth square chelsea,-0.1623232,51.4873275
ramsden square barrow,-3.2313126,54.1145324
rancagua,-70.7406259,-34.1701324
ranclhirh road kaliritf wine and,85.2981061,23.3502388
rand street london,-0.1277583,51.5073509
randfontein,27.6786847,-26.1991505
randolph county,-79.8296743,35.7449531
ranelagh road leyumstone,0.0070566,51.5545069
rattray road brixton s,-0.1120903,51.4586413
rawhide,-111.9825418,33.2706595
raymond national bank buildings box,-89.571326,39.319665
read street buildings,-76.617532,39.299398
recess,-105.0103656,39.7616059
rectory road beckenham kent is,-0.031087,51.408274
refineries at which most of,-96.0116168,36.1377106
refinery at great falls having become,-111.2905655,47.5238418
refinery at lithgow total area acres,150.1570173,-33.4827345
refinery at port pirie south,138.0088567,-33.1708294
regency square brighton,-0.1500147,50.8225406
regent street s,-81.2742711,44.2995573
regent street w,-123.9620425,45.4499708
reighton road brook road upper,-0.0636394,51.5604771
renfleld street glasgovr,-4.2559801,55.8634022
reno,-119.8138027,39.5296329
repent street glaspow,-4.251806,55.864237
reporton road pulham s,-0.2093202,51.4786755
revell street hokitika,170.9658572,-42.7136692
rhenish,-79.2316182,43.8993887
rhode island,-71.4774291,41.5800945
rhodesia,-97.2134822,32.8294337
rhyddinga street oswaldtwistle,-2.3925021,53.7432767
rhyddings street oswaldtwistle,-2.3925021,53.7432767
rhylldlngs street oswaldtwis tle,-2.406538,53.742244
rhyolite,-116.828117,36.90321
richmond,-77.4360481,37.5407246
ridgway,-107.7556162,38.1525873
riley street s,-88.2562383,30.7089678
rishton,-2.42362,53.768509
ritherdon road tooting is a,-0.1518797,51.4376118
river s on coal,-81.84094,38.3355922
riversdale road highbury share,-0.0955697,51.5599852
riverside,-117.3754942,33.9806005
rockland,-70.9161551,42.1306563
rodway road roehani pton s,0.0214284,51.4114762
rojfeut street w,-76.295178,36.870709
rood lane london,-0.0830794,51.5111475
roodepoort,27.9014654,-26.1201355
ropomaker street london,-0.0887229,51.5196252
rors lane eastcheap flu,-0.0845116,51.510721
rosaline road fulham clerk share,-0.2109121,51.4803297
rosario,-122.876016,48.6487148
roslyn,-73.6509622,40.7998227
rossland,-117.8000037,49.0781415
rowland,-117.8848705,33.9819728
royal terrace south,-93.3846474,44.9480024
rupert street w,144.8693489,-37.7984769
rusbell square share,-0.12589,51.52175
rushworth avenue chiswick s,-0.2671732,51.4876272
russell square w,-0.12589,51.52175
russell street w,-75.1452167,40.0043132
russia,105.318756,61.52401
rusthall avenue cbiewick w,-0.2613756,51.4983359
rutherford,-74.1068091,40.826489
rutland square edinburgh,-3.2096327,55.9485577
rutland street edinbnrgh and albert,-3.1763187,55.9624199
rutlaud street edinburgh,-3.2082358,55.9493673
ryder street s,-73.9323819,40.6140247
s avenue shepherd s bush,-0.2317715,51.5039204
s bekwai district,-1.4821482,6.4482035
s freehold in,-74.3000878,40.2136754
s in matabeleland,28.299435,-19.7992141
s in northern,-94.4508613,39.0807956
s in swazieland,31.465866,-26.522503
s lane annon street londona,-0.089376,51.5114506
s lane cannon street accountant,-0.0947546,51.5128271
s lane cannon street e,-79.8355555,43.252533
s lane cannon street i,-0.091962,51.5119949
s lane cradley heath,-2.0820566,52.4699254
s lane cradley heath staffs,-2.082075,52.471815
s lane lombard street,-122.4267278,37.8009995
s lane london,-0.1269651,51.5107377
s lane londona,-0.1269651,51.5107377
s lane merchant,-80.3956839,27.2620849
s lane ofices,-87.634448,41.882264
s lane oflices,-87.634448,41.882264
s of territories,-95.712891,37.09024
s road abbey road n,-92.342037,34.73903
s road annan n,-3.259773,54.990246
s road brixton clerk,-0.1156148,51.4612794
s road camden,-75.1043116,39.9032981
s road canonbury n,-0.0892441,51.5354814
s road finsbnry park share,-0.1047257,51.5645784
s road fiusbury park n,-0.1017934,51.5710411
s road from hartley hills,-85.1403521,39.9140957
s road highgate road n,-0.1463208,51.5564303
s road holloway,-119.7510638,36.7105361
s road leyton accountant share,-0.0079746,51.5591784
s road notting hill,-0.2100842,51.5097489
s road peckham clerk,-0.0673872,51.4703237
s road pimlico,-81.5884421,30.0223436
s road south norwood,-117.8119514,33.7848532
s road southport is a,-85.6113124,30.3090872
s road southsea is a,-1.0902693,50.7939284
s road stockwell merchant share,-0.1263271,51.4760412
s road sx ndicate limited,-95.712891,37.09024
s road wimbledon share,-0.2206288,51.4183389
s situate near,-70.7258633,42.195929
s situate south,-70.7258633,42.195929
s square bedt ord,-79.9868397,40.4292248
s square bidford,-1.852699,52.165171
s square edinburgh,-3.2072783,55.9523535
s square roods on turffonlein,28.0391009,-26.2456385
s square southport,-78.0202677,33.921563
s square sunderland is a,-1.383801,54.906869
s street capetown,18.4190809,-33.9189099
s street islington clerk,-0.1058058,51.5465063
s street stamford,-73.5420051,41.0469065
s street titnmford,-73.5420051,41.0469065
s terrace kirkwood road s,-90.4067973,38.5682847
s terrace middlesbrough,-1.1760756,54.577432
s terrace perth w,115.8676531,-31.9885799
s terrace tonna neath,-3.7742686,51.6759641
s terrace windsor is adirector,-73.9756567,40.6539346
sackville road hove brighton director,-0.1782817,50.8391245
sackville street w,-71.0646429,42.3812561
saffjlk street pall mall s,-0.130309,51.5079742
salisbury,-75.5993692,38.3606736
salt lake city,-111.8910474,40.7607793
san francisco,-122.4194155,37.7749295
santiago,-70.6692655,-33.4488897
saratoga,-73.9359821,43.0324245
sardinia street lincoln s,-0.1180739,51.5151024
sarspield road bnlham,-0.1607999,51.4421551
saskatchewan,-106.4508639,52.9399159
savile street east sheflield,-1.446863,53.393519
savile street east sheuield,-1.446863,53.393519
saxony,13.2017384,51.1045407
saxton,-78.2444563,40.2153571
say square milos surrounding the,24.3935655,36.6914464
scale lane hull,-0.3298941,53.7424098
scarborough road stroud green,-0.1065302,51.5710542
scarborough street w,-72.7093949,41.7806285
schubert road putney clerk,-0.2191708,51.4612124
scot lane colliery blackrod lancashire,-2.5738355,53.5737237
scotch street whitehavcn,-3.5846869,54.5482671
scotch street whitehnven,-3.5846869,54.5482671
scotland street edinburgh,-3.1949151,55.9596405
seattle,-122.3320708,47.6062095
selsdon road south croydon share,-0.0929806,51.3563685
serle street lincolns inn w,-0.1132912,51.5160414
seven miles from lydcnburg,30.447285,-25.0815817
seven s at ningi,153.0795595,-27.0622138
seven s in the,-71.0704036,42.3583337
seven s to the,-71.0704036,42.3583337
sewell,-96.8505895,32.861231
