loc,lon,lat
bengal,87.8549755,22.9867569
berlin,13.404954,52.5200066
bilbao,-2.9349852,43.2630126
bombay,72.8776559,19.0759837
boston,-71.0588801,42.3600825
brazil,-51.92528,-14.235004
buenos,-58.3815591,-34.6036844
canada,-106.346771,56.130366
chrome,-95.9674474,36.1738537
ciudad,-122.3169026,47.5481318
colfax,-120.9532759,39.1007298
contra,-73.98916,40.719907
copala,-105.936207,23.3963895
cortez,-108.5859265,37.3488827
dalton,-84.9702228,34.7698021
dayton,-84.1916069,39.7589478
denver,-104.990251,39.7392358
donora,-79.8575467,40.1734049
dublin,-6.2603097,53.3498053
duluth,-92.1004852,46.7866719
eureka,-96.2891703,37.8239167
fierro,-75.5147894,39.8092843
france,2.213749,46.227638
fresno,-119.7871247,36.7377981
frisco,-96.8236116,33.1506744
fuerte,-87.4806559,41.5867176
geneva,6.1431577,46.2043907
gopeng,101.1654029,4.471721
guyana,-58.93018,4.860416
harqua,-112.9990676,33.2430983
helena,-112.0391057,46.5891452
hosmer,-76.7453717,42.6841935
hudson,-73.790959,42.2528649
huelva,-6.9447224,37.261421
hulton,-2.424937,53.53428
hunter,-73.9645291,40.7678398
hymera,-87.3016832,39.1864304
jasper,-86.9311094,38.3914418
jerome,-112.1137716,34.7489107
jersey,-2.13125,49.214439
jordan,-97.3342624,37.9973704
jualin,-135.0452778,58.8411111
juneau,-134.4197221,58.3019444
kansas,-98.4842465,39.011902
kosaka,-74.0014434,40.7382662
latham,-96.6419654,37.5361329
lebong,88.2765304,27.0615484
london,-0.1277583,51.5073509
loomis,-97.325646,37.692323
madera,-120.0607176,36.9613356
madras,80.2707184,13.0826802
mancos,-108.2892487,37.344996
mapimi,-103.8487392,25.833708
marble,-95.9360061,36.8115481
mexico,-102.552784,23.634501
mobile,-88.0398912,30.6953657
mojave,-115.4733551,35.0109911
moonta,137.5850998,-34.0692119
moscow,37.6172999,55.755826
mullan,-115.8018253,47.4702078
mysore,76.6393805,12.2958104
nevada,-116.419389,38.8026097
newark,-74.1723667,40.735657
norway,8.468946,60.472024
oatman,-114.3835698,35.0263915
oaxaca,-96.7265889,17.0731842
ocampo,-101.4782799,21.6481453
octave,-88.2330394,40.1146973
ojuela,-103.7909779,25.7928029
oldham,-2.1113659,53.5409298
orange,-117.8531007,33.7879139
oregon,-120.5542012,43.8041334
orient,-94.5122846,37.0697212
oswego,-76.5104973,43.4553461
ottawa,-75.6971931,45.4215296
oxford,-1.2577263,51.7520209
panama,-80.782127,8.537981
panuco,-98.1820596,22.0535642
parral,-105.6666166,26.9317835
phelps,-89.0876332,46.0643982
pictou,-62.720603,45.679332
pioche,-114.4516203,37.9298739
pitkin,-106.5166957,38.6091612
plumas,-120.8039474,39.9926832
poland,19.145136,51.919438
potosi,-65.7550063,-19.5722805
primos,-95.9048768,36.1690441
puebla,-98.2062727,19.0414398
pueblo,-104.6091409,38.2544472
puerto,-66.590149,18.220833
putnam,-71.8689917,41.9046012
quebec,-71.2079809,46.8138783
quincy,-91.4098726,39.9356016
rankin,-101.9379085,31.2226477
roslyn,-73.6509622,40.7998227
russia,105.318756,61.52401
saxman,-131.5958333,55.3183333
saxony,13.2017384,51.1045407
saxton,-78.2444563,40.2153571
sewell,-96.8505895,32.861231
shasta,-121.8474493,40.7908864
sidney,-84.1554987,40.2842164
sierra,-96.1247847,41.294441
slocan,-117.46992,49.762993
sonora,-110.3308814,29.2972247
soudan,30.217636,12.862807
summit,-95.9908264,36.1505795
sunset,-96.2365991,36.7831444
surrey,-0.5599501,51.3147593
sussex,-88.2220372,43.1338972
sutter,-94.3135132,37.0905098
sweden,18.643501,60.128161
sydney,151.2092955,-33.8688197
tacoma,-122.4442906,47.2528768
teller,-104.9434966,39.7344088
temple,-95.6273972,37.0421218
tintic,-112.1045788,39.9591678
toledo,-83.5378674,41.6528052
tooele,-112.29828,40.5307776
topeka,-95.6751576,39.0473451
torres,-95.617479,36.317293
toston,-111.441076,46.1720562
tucson,-110.9747108,32.2226066
turkey,35.243322,38.963745
turtle,-97.1722807,26.1364992
tyrone,-79.8586696,39.6395253
urbana,-88.2072697,40.1105875
valdez,-146.3483334,61.1308333
valley,-94.6474474,36.835068
vienna,16.3738189,48.2081743
vulcan,-86.795537,33.4917
wabana,-52.94724,47.643855
weldon,-77.6030331,36.4159849
zeehan,145.3379509,-41.8875165
agujita,-101.1624435,27.8992862
alabama,-86.902298,32.3182314
alameda,-122.2821855,37.7798721
alberta,-116.5765035,53.9332706
aldrich,-90.2118065,38.5910061
altoona,-78.3947359,40.5186809
america,-95.712891,37.09024
amherst,-72.5198537,42.3732216
andover,-71.1367953,42.6583356
ansonia,-73.0789969,41.3462078
arizona,-111.0937311,34.0489281
ashland,-122.7094767,42.1945758
atlanta,-84.3879824,33.7489954
augusta,-82.0105148,33.4734978
austria,14.550072,47.516231
bankers,-86.1554587,39.7638867
bayonne,-74.1143091,40.6687141
bedford,-97.1430671,32.844017
belgium,4.469936,50.503887
bellows,-117.1657,33.122898
belmont,-95.2638489,37.3383899
bernice,-94.9177365,36.6159107
berwind,-75.1665526,39.952592
bingham,-111.9464736,40.5637801
bitumen,-95.4826267,29.7415308
biwabik,-92.3401787,47.5329811
bledsoe,-94.8214189,38.8694166
boiling,-99.2998196,36.4558091
bolivar,-93.4104749,37.6144838
bolivia,-63.588653,-16.290154
bonanza,-97.2271863,37.7489413
boulder,-105.2705456,40.0149856
bradley,-89.6153484,40.6977743
brandon,-82.2859247,27.937801
bristol,-82.1887444,36.5951059
buffalo,-78.8783689,42.8864468
bullion,-96.8056264,32.7763787
burnham,-76.383563,40.050831
burraga,149.5137106,-33.8973847
calumet,-88.454006,47.2465922
cambria,-121.0807468,35.5641381
cananea,-110.289179,30.9897648
captain,-95.846091,36.26481
cardiff,-3.17909,51.481581
carlton,-123.1796705,45.2942191
carroll,-94.8672793,42.0655986
celebes,120.5279,-1.8479
central,-95.7480448,37.1530589
chaffee,-89.6550896,37.1800513
chapala,-94.789541,38.882159
charles,-95.7162345,37.2255965
cheever,-96.6592871,40.8468466
chester,-75.3557457,39.849557
chicago,-87.6297982,41.8781136
chilian,-71.542969,-35.675147
chilton,-88.1628785,44.0288803
chimney,-95.9808179,36.7473114
clarion,-79.3853218,41.2147851
clifton,-74.1637553,40.8584328
clinton,-93.7782689,38.3686324
coleman,-94.8779003,36.8765114
concord,-122.0310733,37.9779776
copiapo,-70.3321587,-27.3665763
cordova,-89.761545,35.1598391
corning,-97.2450377,32.935575
country,-95.712891,37.09024
cresson,-97.6178026,32.5326369
cripple,-105.178103,38.746501
crofton,-76.6874671,39.0017772
crystal,-93.3602286,45.0327425
cushman,-94.597674,39.044562
dauphin,-76.9310859,40.3673093
desloge,-90.5273473,37.8708845
detroit,-83.0457538,42.331427
diamond,-95.62863,37.0366031
douglas,-109.5453447,31.3445471
dunmore,-75.6324112,41.4198027
durango,-107.8800667,37.27528
ecuador,-78.183406,-1.831239
elkhorn,-88.5445447,42.6727927
ellamar,-115.1770045,36.1117663
england,-1.1743197,52.3555177
eveleth,-92.5399063,47.4624279
everett,-122.2020795,47.9789848
fairfax,-77.3063733,38.8462236
fayette,-87.8308522,33.6845539
florida,-81.5157535,27.6648274
formosa,-94.1535377,36.0887415
furness,-3.2362276,54.1142585
gabriel,-96.1881701,37.1258973
gadsden,-86.0066386,34.014264
gardner,-94.9271868,38.8108408
georgia,-82.9000751,32.1656221
germany,10.451526,51.165691
glasgow,-4.251806,55.864237
granite,-95.6236882,37.0371458
gregory,-95.9410531,36.7524131
halifax,-63.6077626,44.6473071
hampton,-76.3452218,37.0298687
hancock,-87.6229168,41.8987699
hanover,-72.2895526,43.7022451
hibbing,-92.9376887,47.4271546
hickman,-92.3314112,38.9633417
hickory,-81.3444573,35.7344538
hidalgo,-98.2630684,26.1003547
hocking,-82.4752757,39.4909358
houston,-95.3698028,29.7604267
hungary,19.5033041,47.162494
indiana,-86.1349019,40.2671941
ireland,-7.6920536,53.1423672
ironton,-82.6829406,38.5367471
ivanpah,-115.4705249,35.5568311
jackson,-110.7624282,43.4799291
jalisco,-103.3494376,20.6595382
jamaica,-77.297508,18.109581
jimulco,-103.2213889,25.1838889
johnson,-95.5938233,37.0375241
kanawha,-81.4278984,38.2556905
kellogg,-96.073667,41.311697
kendall,-80.357827,25.6660336
kennedy,-95.9766186,36.7510324
ketchum,-114.3636619,43.6807402
kilburn,-0.1985291,51.539813
kingman,-114.0530065,35.189443
knights,-95.936159,36.7536564
landing,-95.6434885,37.0375562
laramie,-105.5911007,41.3113669
larence,-95.2352501,38.9716689
lathrop,-121.27661,37.8227046
laurium,-88.4431725,47.2374255
lebanon,35.862285,33.854721
leonora,121.3308316,-28.8850017
liberia,-9.429499,6.428055
liberty,-95.5947005,37.1556278
limited,-82.8974814,40.0512775
linares,-3.6369803,38.0969098
loretto,-76.136236,43.0053974
madison,-89.4012302,43.0730517
mammoth,-118.972079,37.648546
maywood,-118.185349,33.9866807
melones,-120.497063,38.0099329
melrose,-97.3419928,37.7228351
memphis,-90.0489801,35.1495343
metcalf,-94.6672773,38.9883539
midland,-102.0779146,31.9973456
mifflin,-77.4027674,40.5695217
milford,-83.6003703,42.5916684
montana,-110.3625658,46.8796822
morenci,-109.3280282,33.0508859
nayarit,-104.8454619,21.7513844
needles,-114.6141315,34.8480597
neihart,-110.7357707,46.9332955
newburg,-85.6794434,38.1687822
newport,-71.3128285,41.4901024
niagara,-79.0741629,43.0828162
nogales,-110.9342532,31.3403775
norfolk,-76.2858726,36.8507689
oakland,-122.2711639,37.8043514
olympia,-122.9006951,47.0378741
ontario,-85.323214,51.253775
orizaba,-97.1036396,18.8504744
osceola,-81.0754657,28.1019838
pachuca,-98.7591311,20.1010608
parrott,-80.6156013,37.205054
phoenix,-112.0740373,33.4483771
pulaski,-87.0308412,35.1998023
pullman,-117.1817377,46.7297771
querida,-105.332184,38.123657
raleigh,-78.6381787,35.7795897
rawhide,-111.9825418,33.2706595
reading,-0.9781303,51.4542645
rhenish,-79.2316182,43.8993887
ridgway,-107.7556162,38.1525873
roanoke,-75.6615384,35.8897427
roaring,-97.737827,30.400877
rosario,-122.876016,48.6487148
roselle,-88.0797933,41.9847504
rowland,-117.8848705,33.9819728
roxbury,-71.0913748,42.3151978
saginaw,-83.9508068,43.4194699
seattle,-122.3320708,47.6062095
shawnee,-94.7151865,39.0228485
siberia,99.1966559,61.0137097
sinaloa,-107.4795173,25.1721091
smelter,-87.2063652,35.5273265
socorro,-106.8914159,34.0583995
spanish,-80.8412207,35.0687221
spencer,-94.1499569,36.1282435
spokane,-117.4260465,47.6587802
stanley,-95.156223,36.6359913
stearns,-96.969886,32.992276
steeple,-88.0445301,30.6919439
sudbury,-80.993029,46.4917317
sulphur,-93.3773783,30.2365943
sumatra,101.3431058,-0.589724
sumpter,-118.2021633,44.7457069
swansea,-3.943646,51.62144
tampico,-97.861099,22.2331041
tangier,-5.8339543,35.7594651
terrell,-96.2752569,32.7359626
thacker,-81.423281,28.295493
thunder,-97.3461849,37.6797278
tonopah,-117.2305861,38.069211
toronto,-79.3831843,43.653226
torreon,-103.4067861,25.5428443
trenton,-74.759717,40.2205824
tribune,-95.453656,37.6820252
trinity,-95.6305148,37.0361559
triunfo,-38.1017554,-7.8352699
vermont,-72.5778415,44.5588028
wallace,-85.465817,31.314414
wardner,-116.1340545,47.5227008
waverly,-92.4668511,42.7272032
webster,-71.8800628,42.050091
welling,0.109744,51.4622529
western,-95.7127622,37.0937489
wharton,-96.1027371,29.3116366
windsor,-95.883066,36.063109
winslow,-110.6973571,35.0241873
winston,-97.444067,35.220252
wyoming,-107.2902839,43.0759678
yavapai,-112.4291464,34.6463981
zeigler,-88.0408229,41.805241
zimapan,-99.3824614,20.7366982
adelaide,138.6007456,-34.9284989
alderson,-101.8483224,33.5784165
alhambra,-118.1270146,34.095287
alliance,-95.9296911,36.7549645
anaconda,-97.7395908,30.2705624
anniston,-85.8316318,33.6598257
antelope,-111.3743302,36.8619103
arkansas,-91.8318334,35.20105
atlantic,-95.712891,37.09024
barranca,-77.7599218,-10.7525374
bellevue,-122.2015159,47.6101497
berkeley,-122.273042,37.8715226
bessemer,-86.954437,33.4017766
bischoff,-95.9657592,36.1449949
braddock,-74.8233229,39.898212
bradford,-1.759398,53.795984
brainerd,-94.2020084,46.3526733
bramwell,-81.3117673,37.3251163
brewster,-73.6170721,41.3973163
brisbane,153.0251235,-27.4697707
broadway,-94.7053013,37.3961631
brooklyn,-73.9441579,40.6781784
buchanan,-95.712891,37.09024
bulgaria,25.48583,42.733883
caldwell,-116.6873596,43.6629384
camborne,-5.2947749,50.21277
campeche,-90.5349087,19.8301251
carlisle,-77.2002745,40.2010241
carrizal,-73.9228741,40.6897974
carthage,10.3217245,36.8529199
caucasia,-75.1985629,7.979698
caylloma,-71.601445,-15.6378116
champion,-94.675738,37.433721
charters,-95.9174015,36.735155
cherokee,-83.3205859,35.4770574
chestnut,-95.7181028,37.2269509
chewelah,-117.7155207,48.276287
cleburne,-97.3866837,32.3476438
clermont,-81.7728543,28.5494447
coahuila,-101.7068294,27.058676
coalinga,-120.3601496,36.139678
colombia,-74.297333,4.570868
colorado,-105.7820674,39.5500507
columbia,-81.0348144,34.0007104
columbus,-82.9987942,39.9611755
concheno,-108.4187731,28.2737942
congreaa,-95.712891,37.09024
congress,-95.712891,37.09024
cornwall,-5.0527125,50.2660471
coronado,-117.1830891,32.6858853
crawford,-94.8105955,37.455799
crescent,-93.73732,36.408329
daiquiri,-97.4054987,35.4621841
danville,-121.9999606,37.8215929
deadwood,-103.7296415,44.376651
delaware,-75.5276699,38.9108325
duquesne,-79.9905863,40.4374516
dutchess,-73.7477857,41.7784372
edmonton,-113.4938229,53.5461245
fairmont,-96.8017323,32.7857579
fairplay,-93.5766031,37.6344285
falmouth,-70.6085886,41.5532208
ferguson,-95.9031419,36.1024998
florence,11.2558136,43.7695604
flushing,-73.833079,40.7674987
fostoria,-83.4168702,41.156998
franklin,-71.396725,42.0834313
freeland,-84.1227598,43.5250265
freeport,-95.3596617,28.9541368
freiberg,13.341727,50.9128283
garfield,-95.2555846,37.3381673
golconda,-88.4864316,37.3672744
goldroad,-114.3830164,35.025977
gowganda,-80.766667,47.65
guerrero,-99.5450974,17.4391926
gunnison,-106.9253207,38.5458246
hamilton,-95.7175467,37.1929578
hannibal,-91.3584816,39.7083789
harrison,-93.1076765,36.2297936
hartford,-72.6733723,41.7658043
hazleton,-75.9746472,40.9584181
hematite,-90.4809569,38.201999
hibernia,-7.6920536,53.1423672
hokkaido,142.8634737,43.2203266
honduras,-86.241905,15.199999
honolulu,-157.8583333,21.3069444
hopewell,-77.2872001,37.3043154
houghton,-88.5694182,47.1211331
illinois,-89.3985283,40.6331249
ironaton,-86.0303767,33.4404558
irondale,-86.7072102,33.5381601
isabella,-98.340073,36.2355913
kentucky,-84.2700179,37.8393332
keweenaw,-88.3334456,47.2502026
keystone,-96.3252658,36.2288968
kimberly,-114.3647561,42.5338019
kingston,-73.9973608,41.9270367
kirkland,-122.2059833,47.6768927
lakeland,-81.9498042,28.0394654
lampazos,-100.5080126,27.0244594
lansford,-75.8824208,40.8317563
lawrence,-95.2352501,38.9716689
leetonia,-80.7553556,40.8772816
location,-95.9870255,36.1420333
lombardy,9.8452433,45.4790671
longacre,-87.3182105,38.047087
lorraine,6.2080932,48.8744233
mahoning,-80.7214417,40.9871753
malaysia,101.975766,4.210484
manitoba,-98.8138762,53.7608608
marietta,-84.5499327,33.952602
mariposa,-119.9662843,37.4849377
marshall,-95.774913,36.0674332
maryland,-76.6412712,39.0457549
mayville,-97.3245354,47.4980408
mazatlan,-106.4111425,23.2494148
mcdowell,-82.037374,35.696616
mckinley,-95.712891,37.09024
michigan,-85.6023643,44.3148443
missoula,-113.9940314,46.8721284
missouri,-91.8318334,37.9642529
mocorito,-107.9205937,25.481348
montreal,-73.567256,45.5016889
nacozari,-109.6875376,30.3753424
nebraska,-99.9018131,41.4925374
negaunee,-87.6068721,46.5090928
new york,-74.0059728,40.7127753
newberry,-81.6187178,34.2745833
newhouse,-76.1351627,43.0398675
nonesuch,-97.5194117,35.4753031
oklahoma,-97.092877,35.0077519
olyphant,-75.6029656,41.4684138
oroville,-121.556359,39.5137752
pasadena,-118.1445155,34.1477849
paterson,-74.171811,40.9167654
peerless,-94.704086,37.81018
pilgrims,-95.977499,36.187379
placeres,-73.412349,41.577244
plymouth,-70.6672621,41.9584457
portland,-122.6750261,45.5051064
portugal,-8.224454,39.399872
prescott,-112.4685025,34.5400242
presidio,-122.4661937,37.7988737
province,-94.1362701,36.3548872
pulacayo,-66.691422,-20.385731
rancagua,-70.7406259,-34.1701324
randolph,-74.5747248,40.8478065
redstone,-93.4362373,44.9687859
republic,-95.5772066,37.2141258
rhodesia,29.154857,-19.015438
rhyolite,-116.828117,36.90321
richmond,-77.4360481,37.5407246
robinson,-95.61584,37.01284
rockland,-70.9161551,42.1306563
rockwell,-118.2915456,34.1022214
roebling,-74.7813146,40.1162183
rossland,-117.8000037,49.0781415
santiago,-70.6692655,-33.4488897
saratoga,-73.9359821,43.0324245
savannah,-81.091203,32.0808989
scranton,-75.6624122,41.408969
sheridan,-106.9561791,44.7971939
smuggler,-118.3333977,34.0860564
snowshoe,-79.9975177,38.4132303
somerset,-2.9262307,51.105097
stanford,-122.169719,37.4274745
stanhope,-78.6766374,35.7893925
staunton,-79.0716958,38.149576
stirling,-3.9369029,56.1165227
stockett,-112.09917,33.707972
stockton,-121.2907796,37.9577016
sunshine,-95.6366702,37.0366109
superior,-95.6163665,37.0373005
syracuse,-76.1474244,43.0481221
tasmania,145.9706647,-41.4545196
tecumseh,-96.9366888,35.2578498
trinidad,-61.222503,10.691803
trumbull,-73.2006639,41.2428563
tuolumne,-119.9740534,38.029655
veracruz,-96.1342241,19.173773
vesuvius,14.4289058,40.822383
victoria,-97.0035982,28.8052674
virginia,-78.6568942,37.4315734
wallaroo,-111.6593073,40.23403
wheeling,-80.7209149,40.0639616
winnipeg,-97.1383744,49.895136
woodward,-77.3660606,40.900618
woolwich,0.0675883,51.4894752
alleghany,-80.0534923,37.8531975
allegheny,-80.0087746,40.4450813
allentown,-75.4714098,40.6022939
anacortes,-122.6126718,48.5126045
argentina,-63.616672,-38.416097
argentine,-63.616672,-38.416097
armstrong,-95.8712461,36.0911292
australia,133.775136,-25.274398
balaklala,-80.7800819,44.683304
baltimore,-76.6121893,39.2903848
barberton,-81.6051221,41.012833
batopilas,-107.7362336,27.030387
bethlehem,35.2024425,31.7053821
blanchard,-97.6580935,35.1378441
blossburg,-77.0638567,41.6795186
calaveras,-95.958341,36.1597065
cambridge,0.121817,52.205337
cartagena,-75.4794257,10.3910485
centralia,-76.3405035,40.8042541
charlotte,-80.8431267,35.2270869
chihuahua,-105.7820674,28.4854458
chillagoe,144.5187263,-17.1525138
clausthal,10.3407069,51.8080063
cleveland,-81.6943605,41.49932
covington,-84.5085536,39.0836712
davenport,-90.5776367,41.5236437
elizabeth,-95.7622574,37.2257565
ellsworth,-98.2281126,38.7305648
fairbanks,-147.7163888,64.8377778
flagstaff,-111.651302,35.1982836
francisco,-122.4194155,37.7749295
fresnillo,-106.0867009,28.6712527
fundicion,-95.6332336,37.0320324
gladstone,-94.554677,39.2038918
goldfield,-117.2357131,37.7084481
granville,-118.4028581,34.1430799
greenland,-42.604303,71.706936
greenwood,-95.9872763,36.1618563
guadalupe,-118.2760503,29.0525203
guanacevi,-105.9546744,25.9316354
guatemala,-90.230759,15.783471
hawthorne,-118.3525748,33.9164032
hillgrove,-84.6672408,33.9260475
homestead,-80.4775569,25.4687224
jefferson,-83.5723876,34.1170537
josephine,-86.7890555,36.1267656
ketchikan,-131.6461112,55.3422222
kimberley,24.7499112,-28.7282384
knoxville,-83.9207392,35.9606384
ladysmith,-123.8161,48.99534
lafayette,-92.0198427,30.2240897
lancaster,-76.3055144,40.0378755
leadville,-106.2925238,39.2508229
lexington,-84.5037164,38.0405837
liverpool,-76.2177046,43.106456
lordsburg,-108.7086649,32.3503605
louisiana,-91.9623327,30.9842977
macdonald,-95.6194559,37.0332889
magdalena,-76.6127947,39.3034095
mansfield,-97.1416768,32.5631924
manstield,-97.1416768,32.5631924
marquette,-87.9304455,43.038473
massillon,-81.5215093,40.7967244
matehuala,-100.64279,23.6448029
michoacan,-101.7068294,19.5665192
milwaukee,-87.9064736,43.0389025
mineville,-73.5234407,44.0936124
minnesota,-94.6858998,46.729553
moctezuma,-122.2568903,47.4579901
montclair,-74.2090053,40.8259007
monteponi,8.5095979,39.3012192
montezuma,-77.6554273,39.9161766
nashville,-86.7816016,36.1626638
nederland,-105.5108312,39.9613759
newcastle,-1.61778,54.978252
nicaragua,-85.207229,12.865416
palmerton,-75.6101867,40.8014826
pittsburg,-121.8846806,38.0279762
porcupine,-111.7909417,40.6189514
princeton,-74.6550739,40.3430942
quinnesec,-87.9950339,45.802194
riverside,-117.3754942,33.9806005
roodeport,27.9014654,-26.1201355
salisbury,-75.5993692,38.3606736
sheffield,-1.470085,53.381129
silverton,-107.6645057,37.811941
stockholm,18.0685808,59.3293235
telluride,-107.8122852,37.9374939
tennessee,-86.5804473,35.5174913
tombstone,-110.0675764,31.7128683
transvaal,-81.1830974,43.2325617
treadwell,-73.960838,40.761481
tuscarora,-77.558382,39.1329902
twentieth,-118.353033,34.075893
vancouver,-123.1207375,49.2827291
venezuela,-66.58973,6.42375
virgilina,-78.7750062,36.5434739
wadsworth,-81.7298519,41.0256101
wakefield,-71.0723391,42.5039395
waterbury,-73.0514965,41.5581525
watertown,-71.1828321,42.3709299
whiterock,-94.661046,41.855324
whiteside,-95.9295594,36.1066326
wisconsin,-88.7878678,43.7844397
worcester,-71.8022934,42.2625932
wyandotte,-83.1499239,42.2142064
yerington,-119.1629309,38.9857508
yorkshire,-95.9250798,36.0333234
zacatecas,-102.5832426,22.7708555
alexandria,-77.0469214,38.8048355
belleville,-89.9839935,38.5200504
birmingham,-86.8103567,33.5185892
bloomfield,-74.1854209,40.8067546
bridgeport,-73.1894384,41.1792258
buckingham,-0.987645,51.999326
burlington,-95.9199116,36.135688
california,-119.4179324,36.778261
candelaria,-104.998821,39.729949
cincinnati,-84.5120196,39.1031182
clarksburg,-80.3445341,39.2806451
copperhill,-73.6486571,40.7551642
cornucopia,-123.0967935,44.041276
cumberland,-78.7625185,39.6528654
darlington,-79.8761741,34.2998762
devonshire,-3.530875,50.7155591
dusseldorf,6.7734556,51.2277411
forbestown,-121.2671825,39.5171268
georgetown,-77.0653565,38.9097057
gloucester,-70.6619888,42.6159285
greenfield,-85.7694226,39.785043
guanajuato,-101.2573586,21.0190145
guazapares,-108.2796211,27.276901
haileybury,-0.034171,51.77868
hartshorne,-95.5574811,34.8450984
heidelberg,8.6724335,49.3987524
hermosillo,-110.9559192,29.0729673
huntingdon,-78.0102813,40.4847959
huntington,-97.2371004,37.7422385
irvinebank,145.2207422,-17.4326176
kalgoorlie,121.466,-30.749
kensington,-75.1179823,39.9934039
kittanning,-79.5219893,40.816453
lackawanna,-75.5742467,41.4421199
lampacitos,-99.6949999,24.2419444
livingston,-74.3300842,40.7862871
louisville,-85.7584557,38.2526647
manchester,-2.2426305,53.4807593
marysville,-122.1770818,48.0517637
mckeesport,-79.8641232,40.3470671
midlothian,-96.9944489,32.482361
montevallo,-86.8641558,33.1006746
montgomery,-86.3077368,32.3792233
morgantown,-79.9558968,39.629526
new jersey,-74.4056612,40.0583238
new mexico,-105.8700901,34.5199402
nottingham,-1.1581086,52.9547832
parkesburg,-75.9168482,39.9594013
pennington,-74.790718,40.3284402
pittsburgh,-79.9958864,40.4406248
pocahontas,-90.971233,36.2614554
providence,-71.4128343,41.8239891
queensland,142.7027956,-20.9175738
radersburg,-111.6319188,46.1957622
rivermines,-90.5312361,37.8483845
rockbridge,-92.4090511,36.7895034
roodepoort,27.9014654,-26.1201355
rutherford,-74.1068091,40.826489
schuylkill,-75.7361028,40.2616522
shenandoah,-78.6795836,38.2927558
sherbrooke,-71.8929107,45.4041718
silverbell,-111.0251733,32.2737441
sombrerete,-103.6391657,23.6342457
springhill,-96.0090789,36.0479716
stanislaus,-120.9876321,37.5090711
tamaulipas,-98.8362755,24.26694
tuscaloosa,-87.5691735,33.2098407
unionville,-79.3106862,43.8655329
university,-95.9766122,36.7494938
valparaiso,-87.0611412,41.4730948
washington,-120.7401385,47.7510741
wellington,174.776236,-41.2864603
whitehaven,-90.0418597,35.0353049
wickenburg,-112.7301882,33.9697664
williamson,-77.1861277,43.2239229
wilmington,-77.8868117,34.2103894
