"","id","company","text","capitalusd","capitalpound","capitalfr","capitalpeso","minerals","owns","owned","doutput","technology","incor","name","role","lastname","middlename","firstname","simpname","loc","lon","lat"
"1132",1150,"cia. minera borda antigua y anexas s. a.","p. o., mineral de dos estrellas, mich., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dos estrellas mich",-102.0016666,19.9383333
"1133",1151,"cia. minera borda antigua y anexas s. a.","mexico city office, cinco de mayo 32, room 402, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"de mayo room",-101.7068294,19.5665192
"1134",1152,"cia. minera borda antigua y anexas s. a.","silver gold.",NA,NA,NA,NA,"silver gold.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"michoacan",-101.7068294,19.5665192
"1135",1152,"cia. minera borda antigua y anexas s. a.","this co. owns the borda antigua, refugio, josefina, sta. rosa, tesoro, de borda, maravillas, azteca, sta. rita, coloradillas, la luz de la sirena, s. antonio comargo. Requeña, st. luis, carmen de los virgenes mines of which the borda antigua is the best producing property.",NA,NA,NA,NA,NA,"this co. owns the borda antigua, refugio, josefina, sta. rosa, tesoro, de borda, maravillas, azteca, sta. rita, coloradillas, la luz de la sirena, s. antonio comargo. Requeña, st. luis, carmen de los virgenes mines of which the borda antigua is the best producing property.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"michoacan",-101.7068294,19.5665192
"1136",1153,"cia. minera borda antigua y anexas s. a.","this company is operated by the co. minera de las dos estrellas, s. a.",NA,NA,NA,NA,NA,"this company is operated by the co. minera de las dos estrellas, s. a.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"michoacan",-101.7068294,19.5665192
"1137",1153,"cia. minera borda antigua y anexas s. a.","officers personnel, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"officers personnel",-101.7068294,19.5665192
"1138",1154,"cia. minera borda antigua y anexas s. a.","president, jose a. signoret, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jose a. signoret","president","signoret",NA,"jose","signoret, j","mexico df",-99.133208,19.4326077
"1139",1155,"cia. minera borda antigua y anexas s. a.","secr., luis g. esparza, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"luis g. esparza","secr.","esparza",NA,"luis","esparza, l","mexico df",-99.133208,19.4326077
"1140",1156,"cia. minera borda antigua y anexas s. a.","grl. mgr., h. e. nyberg, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h. e. nyberg","grl. mgr.","nyberg",NA,"h","nyberg, h","mexico df",-99.133208,19.4326077
"1141",1157,"cia. minera borda antigua y anexas s. a.","purch. agt., willy vogel, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"willy vogel","purch. agt.","vogel",NA,"willy","vogel, w","mexico df",-99.133208,19.4326077
"1142",1158,"cia. minera borda antigua y anexas s. a.","mine spt., vicente boquin, mineral de dos estrellas, mich.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vicente boquin","mine spt.","boquin",NA,"vicente","boquin, v","dos estrellas mich",-102.0016666,19.9383333
"1143",1159,"cia. minera borda antigua y anexas s. a.","mill spt., p. h. o'nians, mineral de dos estrellas, mich.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p. h. o'nians","mill spt.","nians",NA,"p","nians, p","dos estrellas mich",-102.0016666,19.9383333
"1144",1160,"cia. minera borda antigua y anexas s. a.","geologist, r. p. jarvis, mineral de dos estrellas, mich.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"r. p. jarvis","geologist","jarvis",NA,"r","jarvis, r","dos estrellas mich",-102.0016666,19.9383333
"1145",1162,"cia. minera de lais dos estrellas s. a.","organized, on september 19, 1898., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"organized, on september 19, 1898., ",NA,NA,NA,NA,NA,NA,"michoacan",-101.7068294,19.5665192
"1146",1163,"cia. minera de lais dos estrellas s. a.","$300,000 oro nac.",NA,NA,NA,"$300,000 oro nac.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"michoacan",-101.7068294,19.5665192
"1147",1164,"cia. minera de lais dos estrellas s. a.","location p. o., apartado 13, mineral de dos estrellas, mich., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dos estrellas mich",-102.0016666,19.9383333
"1148",1165,"cia. minera de lais dos estrellas s. a.","mexico city office, apartado 1241, 5 de mayo 32, rooms 109-110, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"de mayo rooms",-95.992371,36.1510981
"1149",1166,"cia. minera de lais dos estrellas s. a.","foreign office, 18 rue chauveau lagarde, paris, france",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lagarde paris france",2.3269772,48.8379435
"1150",1167,"cia. minera de lais dos estrellas s. a.","silver gold.",NA,NA,NA,NA,"silver gold.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"michoacan",-101.7068294,19.5665192
"1151",1168,"cia. minera de lais dos estrellas s. a.","the co. owns a large group of mines located at mineral de dos estrellas, mich.",NA,NA,NA,NA,NA,"the co. owns a large group of mines located at mineral de dos estrellas, mich.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"michoacan",-101.7068294,19.5665192
"1152",1168,"cia. minera de lais dos estrellas s. a.","mill name, el cedro., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"name el cedro",-101.7068294,19.5665192
"1153",1169,"cia. minera de lais dos estrellas s. a.","mill location, mineral de dos estrellas, mich., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dos estrellas mich",-102.0016666,19.9383333
"1154",1170,"cia. minera de lais dos estrellas s. a.","cyanidation., ",NA,NA,NA,NA,NA,NA,NA,NA,"cyanidation.",NA,NA,NA,NA,NA,NA,NA,"michoacan",-101.7068294,19.5665192
"1155",1171,"cia. minera de lais dos estrellas s. a.","president, jose a. signoret, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jose a. signoret","president","signoret",NA,"jose","signoret, j","mexico df",-99.133208,19.4326077
"1156",1172,"cia. minera de lais dos estrellas s. a.","vice pres, henri jouanen, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"henri jouanen","vice pres","jouanen",NA,"henri","jouanen, h","mexico df",-99.133208,19.4326077
"1157",1173,"cia. minera de lais dos estrellas s. a.","secr. & treas., arturo heymann, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"arturo heymann","secr. & treas.","heymann",NA,"arturo","heymann, a","mexico df",-99.133208,19.4326077
"1158",1174,"cia. minera de lais dos estrellas s. a.","attorney, lic. mario camargo, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lic. mario camargo","attorney","camargo",NA,"lic","camargo, l","mexico df",-99.133208,19.4326077
"1159",1175,"cia. minera de lais dos estrellas s. a.","gr. mgr, h. e. nyberg mineral de dos estrellas, mineral de dos estrellas, mich.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h. e. nyberg mineral de dos estrellas","gr. mgr","estrellas",NA,"h","estrellas, h","dos estrellas mich",-102.0016666,19.9383333
"1160",1176,"cia. minera de lais dos estrellas s. a.","purch. agt., manuel b. chavez, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"manuel b. chavez","purch. agt.","chavez",NA,"manuel","chavez, m","mexico df",-99.133208,19.4326077
"1161",1177,"cia. minera de lais dos estrellas s. a.","mine spt., d. m. robertson, mineral de dos estrellas, mich.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d. m. robertson","mine spt.","robertson",NA,"d","robertson, d","dos estrellas mich",-102.0016666,19.9383333
"1162",1178,"cia. minera de lais dos estrellas s. a.","mill spt., w. b. rhodes, mineral de dos estrellas, mich.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w. b. rhodes","mill spt.","rhodes",NA,"w","rhodes, w","dos estrellas mich",-102.0016666,19.9383333
"1163",1179,"cia. minera de lais dos estrellas s. a.","geologists, royal p. jarvis, mineral de dos estrellas, mich.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"royal p. jarvis","geologists","jarvis",NA,"royal","jarvis, r","dos estrellas mich",-102.0016666,19.9383333
"1164",1180,"cia. minera de lais dos estrellas s. a.","consult. eng, h. jouanen, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h. jouanen","consult. eng","jouanen",NA,"h","jouanen, h","mexico df",-99.133208,19.4326077
"1165",1181,"cia. minera de lais dos estrellas s. a.","ming. eng., l. h. weeler, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"l. h. weeler","ming. eng.","weeler",NA,"l","weeler, l","mexico df",-99.133208,19.4326077
"1166",1182,"cia. minera de lais dos estrellas s. a.","master mech., w. b. rhodes, mineral de dos estrellas, mich.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w. b. rhodes","master mech.","rhodes",NA,"w","rhodes, w","dos estrellas mich",-102.0016666,19.9383333
"1167",1184,"amajac mines co.","location, north of ixtlan del rio, nay., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"del rio nay",-104.3719195,21.0362709
"1168",1185,"amajac mines co.","p. o., ixtlan del rio, nay., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"del rio nay",-104.3719195,21.0362709
"1169",1186,"amajac mines co.","silver gold.",NA,NA,NA,NA,"silver gold.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nayarit",-104.8454619,21.7513844
"1170",1186,"amajac mines co.","this company owns the buenos aires mine.",NA,NA,NA,NA,NA,"this company owns the buenos aires mine.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nayarit",-104.8454619,21.7513844
"1171",1187,"amajac mines co.","mill location, north of ixtlan del rio, nay., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"del rio nay",-104.3719195,21.0362709
"1172",1188,"amajac mines co.","cyanidation., ",NA,NA,NA,NA,NA,NA,NA,NA,"cyanidation.",NA,NA,NA,NA,NA,NA,NA,"nayarit",-104.8454619,21.7513844
"1173",1189,"amajac mines co.","daily output, 35 metric tons., ",NA,NA,NA,NA,NA,NA,NA,"35 metric tons.",NA,NA,NA,NA,NA,NA,NA,NA,"nayarit",-104.8454619,21.7513844
"1174",1190,"amajac mines co.","president, w. l. barclay, williamsport, pa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w. l. barclay","president","barclay",NA,"w","barclay, w","williamsport pa",-77.0010786,41.2411897
"1175",1191,"amajac mines co.","grl. mgr., walter j. pentland, ixtlan, nay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"walter j. pentland","grl. mgr.","pentland",NA,"walter","pentland, w","ixtlan nay",-104.3719195,21.0362709
"1176",1193,"cia. exploradora de hidalgo s. a.","local office, tepic, nay., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"office tepic nay",-104.8817031,21.494257
"1177",1194,"cia. exploradora de hidalgo s. a.","this company is subsidiary of cia. de real del monte y pachuca, pachuca, hgo.",NA,NA,NA,NA,NA,"this company is subsidiary of cia. de real del monte y pachuca, pachuca, hgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nayarit",-104.8454619,21.7513844
"1178",1194,"cia. exploradora de hidalgo s. a.","main office, pachuca, hgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"office pachuca hgo",-98.7590224,20.0934416
"1179",1195,"cia. exploradora de hidalgo s. a.","grl. mgr., g p. garcÍa, pachuca, hgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g p. garcÍa","grl. mgr.","garcÍa",NA,"g","garcía, g","pachuca hgo",-98.7591311,20.1010608
"1180",1196,"cia. exploradora de hidalgo s. a.","local spt, maurice breen, tepic, nay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"maurice breen","local spt","breen",NA,"maurice","breen, m","tepic nay",-104.8945887,21.5041651
"1181",1198,"humboldt mining co.","location, 6 miles south of ixtlan del rio, nay., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"del rio nay",-104.3719195,21.0362709
"1182",1199,"humboldt mining co.","p. o., ixtlan del rio, nay., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"del rio nay",-104.3719195,21.0362709
"1183",1200,"humboldt mining co.","gold silver, lead, and copper.",NA,NA,NA,NA,"gold silver, lead, and copper.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nayarit",-104.8454619,21.7513844
"1184",1200,"humboldt mining co.","this company owns the monjares & parcione mines.",NA,NA,NA,NA,NA,"this company owns the monjares & parcione mines.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nayarit",-104.8454619,21.7513844
"1185",1201,"humboldt mining co.","mill location, 6 miles south of ixtlan del rio, nay., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"del rio nay",-104.3719195,21.0362709
"1186",1202,"humboldt mining co.","flotation, ",NA,NA,NA,NA,NA,NA,NA,NA,"flotation",NA,NA,NA,NA,NA,NA,NA,"nayarit",-104.8454619,21.7513844
"1187",1203,"humboldt mining co.","daily output, 50 metric tons, ",NA,NA,NA,NA,NA,NA,NA,"50 metric tons",NA,NA,NA,NA,NA,NA,NA,NA,"nayarit",-104.8454619,21.7513844
"1188",1204,"humboldt mining co.","president, t. f. taylor, drexel bdg. Philadelphia, pa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t. f. taylor","president","taylor",NA,"t","taylor, t","bdg Philadelphia pa",-75.1652215,39.9525839
"1189",1205,"humboldt mining co.","gr. mgr, wm. le b. jenney, ixtlan del rio, nay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wm. le b. jenney","gr. mgr","jenney",NA,"wm","jenney, w","del rio nay",-104.3719195,21.0362709
"1190",1206,"humboldt mining co.","mining eng, david d. baker, ixtlan del rio, nay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"david d. baker","mining eng","baker",NA,"david","baker, d","del rio nay",-104.3719195,21.0362709
"1191",1208,"la corona mining milling co.","location & p. o., yago, nay., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yago nay",-105.0644646,21.8372517
"1192",1209,"la corona mining milling co.","foreign office, 331 black bdg. los angeles, calif., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"los angeles calif",-118.2436849,34.0522342
"1193",1210,"la corona mining milling co.","gold, silver, copper.",NA,NA,NA,NA,"gold, silver, copper.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nayarit",-104.8454619,21.7513844
"1194",1210,"la corona mining milling co.","this company owns the magnolia, capitana and tejon mines.",NA,NA,NA,NA,NA,"this company owns the magnolia, capitana and tejon mines.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nayarit",-104.8454619,21.7513844
"1195",1211,"la corona mining milling co.","mill location, yago, nay., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yago nay",-105.0644646,21.8372517
"1196",1212,"la corona mining milling co.","flotation concentration, ",NA,NA,NA,NA,NA,NA,NA,NA,"flotation concentration",NA,NA,NA,NA,NA,NA,NA,"nayarit",-104.8454619,21.7513844
"1197",1213,"la corona mining milling co.","daily output, 50 metric tons, ",NA,NA,NA,NA,NA,NA,NA,"50 metric tons",NA,NA,NA,NA,NA,NA,NA,NA,"nayarit",-104.8454619,21.7513844
"1198",1214,"la corona mining milling co.","president, h. b. duncan, los angeles, calif.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h. b. duncan","president","duncan",NA,"h","duncan, h","los angeles calif",-118.2436849,34.0522342
"1199",1215,"la corona mining milling co.","secretary, e . s . morgan, los angeles, calif.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e . s . morgan","secretary","morgan",NA,"e","morgan, e","los angeles calif",-118.2436849,34.0522342
"1200",1216,"la corona mining milling co.","superintendent, w. j. ferris, yago, nay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w. j. ferris","superintendent","ferris",NA,"w","ferris, w","yago nay",-105.0644646,21.8372517
"1201",1218,"negociacion minera de huicicila","organized, in 1922., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"organized, in 1922., ",NA,NA,NA,NA,NA,NA,"nayarit",-104.8454619,21.7513844
"1202",1219,"negociacion minera de huicicila","location p. o., apartado 22, tepic, nay., mines are in development stage.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"in development stage",-104.8454619,21.7513844
"1203",1220,"negociacion minera de huicicila","owner, george h. mclntire, stoneboro, pa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"george h. mclntire","owner","mclntire",NA,"george","mclntire, g","stoneboro pa",-80.1050604,41.3392232
"1204",1221,"negociacion minera de huicicila","grl. mgr., e. r. torgler, tepic, nay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e. r. torgler","grl. mgr.","torgler",NA,"e","torgler, e","tepic nay",-104.8945887,21.5041651
"1205",1223,"san miguel mining co.","location, bolaños district, nay., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bolaños district nay",-104.8454619,21.7513844
"1206",1224,"san miguel mining co.","p. o., hostotipaquillo, jal., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"o hostotipaquillo jal",-103.85,21.216667
"1207",1225,"san miguel mining co.","president & manager, geo. w. ray, hostotipaquillo, jal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"geo. w. ray","president & manager",NA,NA,"geo",NA,"hostotipaquillo jal",-103.85,21.216667
"1208",1226,"san miguel mining co.","purch. agt., w. l. smart, calle madero 218, guadalajara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w. l. smart","purch. agt.","smart",NA,"w","smart, w","calle madero guadalajara",-103.3524594,20.673503
"1209",1228,"zapopan gold mining co.","location, bolaños district, nay., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bolaños district nay",-104.8454619,21.7513844
"1210",1229,"zapopan gold mining co.","p. o., hostotipaquillo, jal., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"o hostotipaquillo jal",-103.85,21.216667
"1211",1230,"zapopan gold mining co.","president manager, geo. w. ray, hostotipaquillo, jal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"geo. w. ray","president manager",NA,NA,"geo",NA,"hostotipaquillo jal",-103.85,21.216667
"1212",1231,"zapopan gold mining co.","purch. agt., w. l. smart, calle madero 218,, guadalajara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w. l. smart","purch. agt.","smart",NA,"w","smart, w","calle madero guadalajara",-103.3524594,20.673503
"1213",1235,"cia. exploradora de minas viejas s. a.","location, minas viejas, n. l., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"viejas n l",-100.3308854,26.653644
"1214",1236,"cia. exploradora de minas viejas s. a.","the mines of this company belong to the cia. Minera de peñoles, s. a. and are leased to the above concern",NA,NA,NA,NA,NA,"the mines of this company belong to the cia. Minera de peñoles, s. a. and are leased to the above concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nuevo leon",-99.9961947,25.592172
"1215",1236,"cia. exploradora de minas viejas s. a.","p. o., villaldama, n. l., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"villaldama n l",-100.4312272,26.499017
"1216",1237,"cia. exploradora de minas viejas s. a.","president, atanasio sanchez. monterrey, n. l., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atanasio sanchez. monterrey","president","monterrey",NA,"atanasio","monterrey, a","n l",5.291266,52.132633
"1217",1238,"cia. exploradora de minas viejas s. a.","superintendent, ismael sanchez, minas viejas, n. l.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ismael sanchez","superintendent","sanchez",NA,"ismael","sanchez, i","viejas n l",-100.3308854,26.653644
"1218",1240,"cia. fundidora de fierro y acero de monterrey.","organized, in mexico in 1900., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"organized, in mexico in 1900., ",NA,NA,NA,NA,NA,NA,"nuevo leon",-99.9961947,25.592172
"1219",1241,"cia. fundidora de fierro y acero de monterrey.","$10.000,000 oro nac.",NA,NA,NA,"$10.000,000 oro nac.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nuevo leon",-99.9961947,25.592172
"1220",1242,"cia. fundidora de fierro y acero de monterrey.","location, monterrey, nueva leon, (apartado 1336)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nueva leon apartado",-99.9721826,25.2871445
"1221",1243,"cia. fundidora de fierro y acero de monterrey.","foreign office, 5th & beekman sts . new york, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sts new york",-73.8903308,40.6572411
"1222",1244,"cia. fundidora de fierro y acero de monterrey.","this company has its foundry at monterrey, n. l.",NA,NA,NA,NA,NA,"this company has its foundry at monterrey, n. l.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nuevo leon",-99.9961947,25.592172
"1223",1244,"cia. fundidora de fierro y acero de monterrey.","mexico city office, corner nuevo mexico and balderas sts., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"and balderas sts",-99.9961947,25.592172
"1224",1245,"cia. fundidora de fierro y acero de monterrey.","president, adolfo prieto, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adolfo prieto","president","prieto",NA,"adolfo","prieto, a","mexico df",-99.133208,19.4326077
"1225",1246,"cia. fundidora de fierro y acero de monterrey.","secr., joaquin barroso, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"joaquin barroso","secr.","barroso",NA,"joaquin","barroso, j","mexico df",-99.133208,19.4326077
"1226",1247,"cia. fundidora de fierro y acero de monterrey.","attorney, lic. miguel lanz duret, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lic. miguel lanz duret","attorney","duret",NA,"lic","duret, l","mexico df",-99.133208,19.4326077
"1227",1248,"cia. fundidora de fierro y acero de monterrey.","grl. mgr., federico f. de lachica, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"federico f. de lachica","grl. mgr.","lachica",NA,"federico","lachica, f","mexico df",-99.133208,19.4326077
"1228",1249,"cia. fundidora de fierro y acero de monterrey.","director grl., meliton ulmer, monterrey, n. l.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meliton ulmer","director grl.","ulmer",NA,"meliton","ulmer, m","monterrey n l",-100.3161126,25.6866142
"1229",1250,"cia. fundidora de fierro y acero de monterrey.","asst. director, emillo leonarz, monterrey, n. l.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emillo leonarz","asst. director","leonarz",NA,"emillo","leonarz, e","monterrey n l",-100.3161126,25.6866142
"1230",1251,"cia. fundidora de fierro y acero de monterrey.","purch. agt., agapito longoria, monterrey, n. l.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agapito longoria","purch. agt.","longoria",NA,"agapito","longoria, a","monterrey n l",-100.3161126,25.6866142
"1231",1252,"cia. fundidora de fierro y acero de monterrey.","mine spt., jose soler, monterrey, n. l.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jose soler","mine spt.","soler",NA,"jose","soler, j","monterrey n l",-100.3161126,25.6866142
"1232",1253,"cia. fundidora de fierro y acero de monterrey.","geologist, manuel f. garrido, monterrey, n. l.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"manuel f. garrido","geologist","garrido",NA,"manuel","garrido, m","monterrey n l",-100.3161126,25.6866142
"1233",1254,"cia. fundidora de fierro y acero de monterrey.","chief eng., arturo koch, monterrey, n. l.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"arturo koch","chief eng.","koch",NA,"arturo","koch, a","monterrey n l",-100.3161126,25.6866142
"1234",1255,"cia. fundidora de fierro y acero de monterrey.","ming. eng., w. davisson, monterrey, n. l.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w. davisson","ming. eng.","davisson",NA,"w","davisson, w","monterrey n l",-100.3161126,25.6866142
"1235",1256,"cia. fundidora de fierro y acero de monterrey.","mast. mech., federico rodridguez, monterrey, n. l.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"federico rodridguez","mast. mech.","rodridguez",NA,"federico","rodridguez, f","monterrey n l",-100.3161126,25.6866142
"1236",1257,"cia. fundidora de fierro y acero de monterrey.","chemical eng., manuel martinez, monterrey, n. l.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"manuel martinez","chemical eng.","martinez",NA,"manuel","martinez, m","monterrey n l",-100.3161126,25.6866142
"1237",1261,"cia. minera la soledad s. a.","location, sierra . de minas viejas district, sabinas hildalgo, n. l.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hildalgo n l",-100.4565159,25.9747274
"1238",1262,"cia. minera la soledad s. a.","local p. o, sabinas, n. l., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sabinas n l",-100.1759285,26.5088029
"1239",1263,"cia. minera la soledad s. a.","main office, apartado 138. calle morelos 78, monterrey, n. l.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monterrey n l",-100.3161126,25.6866142
"1240",1264,"cia. minera la soledad s. a.","lead zinc.",NA,NA,NA,NA,"lead zinc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nuevo leon",-99.9961947,25.592172
"1241",1264,"cia. minera la soledad s. a.","this company owns the la soledad mine.",NA,NA,NA,NA,NA,"this company owns the la soledad mine.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nuevo leon",-99.9961947,25.592172
"1242",1265,"cia. minera la soledad s. a.","president, manuel garza guerra, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"manuel garza guerra","president","guerra","garza","manuel","guerra, m g","mexico df",-99.133208,19.4326077
"1243",1266,"cia. minera la soledad s. a.","grl. mgr, jose l. garza, monterrey, n. l.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jose l. garza","grl. mgr","garza",NA,"jose","garza, j","monterrey n l",-100.3161126,25.6866142
"1244",1267,"cia. minera la soledad s. a.","ming. eng., juan p. mason, 144 bolivar st. Monterrey, n. l.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"juan p. mason","ming. eng.","mason",NA,"juan","mason, j","Monterrey n l",-100.3161126,25.6866142
