"","id","type","source","year","simpname","lastname","firstname","middlename","nationality","edu","prof","org","loc","lon","lat"
"29","rs42","alumni","rsm",1896,"abney, w d","abney","william","de",NA,"physics","lecturer","the royal college",NA,NA,NA
"30","rs43","alumni","rsm",1896,"abney, w d","abney","william","de",NA,"physics",NA,"the scientific observers",NA,NA,NA
"31","rs44","alumni","rsm",1896,"abney, w d","abney","william","de",NA,"physics","author","the committee on",NA,NA,NA
"32","rs46","alumni","rsm",1896,"abney, w d","abney","william","de",NA,"physics",NA,NA,"temple",-95.6273972,37.0421218
"33","rs48","alumni","rsm",1896,"abney, w d","abney","william","de",NA,"physics",NA,"his researches",NA,NA,NA
"34","rs50","alumni","rsm",1896,"abney, w d","abney","william","de",NA,"physics",NA,NA,"w u s house w r sy place lonoorr sw and athenieum",-87.6970563,41.7209317
"35","rs52","alumni","rsm",1896,"club, l na","club","louoon",NA,NA,NA,NA,NA,"derbyshire",-1.5623885,53.1046782
"36","rs53","alumni","rsm",1850,"ackermann, a o","ackermann","arthur","o",NA,"chemistry","student","royal school of mines","london",-0.1277583,51.5073509
"37","rs54","alumni","rsm",1896,"ackermann, a o","ackermann","arthur","o",NA,"chemistry","manufacturer",NA,"colour manufacturer",-87.888037,41.594072
"38","rs55","alumni","rsm",1889,"ackroyd, f","ackroyd","frank","",NA,"geology",NA,"royal school of mines","london",-0.1277583,51.5073509
"39","rs57","alumni","rsm",1896,"ackroyd, f","ackroyd","frank","",NA,"geology","assistant",NA,"kensington",-75.1179823,39.9934039
"40","rs58","alumni","rsm",1896,"ackroyd, f","ackroyd","frank","",NA,"geology",NA,NA,"w s r r i louse eccleshill bradford",-1.7281512,53.8126755
"41","rs59","alumni","rsm",1890,"acworth, m w","acworth","marion","w",NA,"physics",NA,"royal school of mines","london",-0.1277583,51.5073509
"42","rs62","alumni","rsm",1896,"acworth, m w","acworth","marion","w",NA,"physics",NA,NA,NA,NA,NA
"43","rs64","alumni","rsm",1896,"adams, r","adams","robert","",NA,NA,"assistant","patents in hm",NA,NA,NA
"44","rs67","alumni","rsm",1896,"adams, r","adams","robert","",NA,NA,NA,NA,"hm patent office southampton",-1.4043509,50.9097004
"45","rs68","alumni","rsm",1896,"adams, r","adams","robert","",NA,NA,NA,NA,"chancery lane lonnon wc",-0.1153734,51.5169531
"46","rs71","alumni","rsm",1896,"adamson, a","adamson","arthur","",NA,"physics","assistant","science london 1892","london",-0.1277583,51.5073509
"47","rs72","alumni","rsm",1896,"adamson, a","adamson","arthur","",NA,"physics","assistant","chester science and","chester",-75.3557457,39.849557
"48","rs73","alumni","rsm",1896,"adamson, a","adamson","arthur","",NA,"physics",NA,"the central board","central",-95.7480448,37.1530589
"49","rs74","alumni","rsm",1896,"adamson, a","adamson","arthur","",NA,"physics",NA,NA,"oxford street tr r orn manchester",-2.2332616,53.4657029
"50","rs75","alumni","rsm",1882,"adie, r h","adie","richard","haliburton",NA,"chemistry","student","royal school of mines","london",-0.1277583,51.5073509
"51","rs77","alumni","rsm",1896,"adie, r h","adie","richard","haliburton",NA,"chemistry","chemist","chemistry rcs 1886",NA,NA,NA
"52","rs79","alumni","rsm",1896,"adie, r h","adie","richard","haliburton",NA,"chemistry","chemist","caius college cambridge","cambridge",0.121817,52.205337
"53","rs81","alumni","rsm",1896,"adie, r h","adie","richard","haliburton",NA,"chemistry",NA,NA,"cambridge",0.121817,52.205337
"54","rs82","alumni","rsm",1896,"adie, r h","adie","richard","haliburton",NA,"chemistry",NA,NA,"richmond ronn cambridge",-84.8902382,39.8289369
"55","rs84","alumni","rsm",1896,"ajuria, c d","ajuria","carlos","de",NA,"mining","engineer","engineer the sabero mine",NA,NA,NA
"56","rs85","alumni","rsm",1896,"ajuria, c d","ajuria","carlos","de",NA,"mining",NA,NA,"spain",-3.74922,40.463667
"57","rs86","alumni","rsm",1896,"ajuria, c d","ajuria","carlos","de",NA,"mining",NA,NA,"fabrica de hierros alava araya spain",-2.3136118,42.8745619
"58","rs87","alumni","rsm",1869,"alcock, a","alcock","a","",NA,NA,"student","royal school of mines","london",-0.1277583,51.5073509
"59","rs88","alumni","rsm",1896,"alcock, a","alcock","a","",NA,NA,"engineer",NA,"civil engineer",-95.6163664,37.0373074
"60","rs89","alumni","rsm",1890,"alger, h o","alger","harold","o",NA,NA,"student","royal school of mines","london",-0.1277583,51.5073509
"61","rs90","alumni","rsm",1896,"alger, h o","alger","harold","o",NA,NA,"director","and alger ltd",NA,NA,NA
"62","rs91","alumni","rsm",1896,"alger, h o","alger","harold","o",NA,NA,NA,NA,"plymouth",-70.6672621,41.9584457
"63","rs92","alumni","rsm",1896,"alger, h o","alger","harold","o",NA,NA,NA,"burnard and alger ltd","plymouth",-70.6672621,41.9584457
"64","rs93","alumni","rsm",1896,"alger, h o","alger","harold","o",NA,NA,NA,NA,NA,NA,NA
"65","rs94","alumni","rsm",1869,"alison, r e","alison","robert","e",NA,NA,"student","royal school of mines","london",-0.1277583,51.5073509
"66","rs96","alumni","rsm",1896,"alison, r e","alison","robert","e",NA,NA,"assistant","the woolwich arsenal","woolwich",0.0675883,51.4894752
"67","rs97","alumni","rsm",1896,"alison, r e","alison","robert","e",NA,NA,"assistant","messrs brooke simpson",NA,NA,NA
"68","rs103","alumni","rsm",1896,"alison, r e","alison","robert","e",NA,NA,NA,"allan glen","glasgow",-4.251806,55.864237
"69","rs104","alumni","rsm",1896,"alison, r e","alison","robert","e",NA,NA,"assistant","the royal college",NA,NA,NA
"70","rs105","alumni","rsm",1896,"alison, r e","alison","robert","e",NA,NA,NA,"science","of science",-87.5830659,41.7905726
"71","rs108","alumni","rsm",1896,"allen, a o","allen","arthur","ormiston",NA,NA,NA,NA,"ravenswoo road vvalthamstow essex",-0.0090852,51.5832884
"72","rs111","alumni","rsm",1896,"allen, f j","allen","frederick","jorm",NA,NA,"chemist","messrs f allen",NA,NA,NA
"73","rs115","alumni","rsm",1896,"allen, f j","allen","frederick","jorm",NA,NA,"manufacturer","colour manufacturer",NA,NA,NA
"74","rs116","alumni","rsm",1885,"allen, f j","allen","frederick","jorm",NA,NA,"student","royal school of mines","london",-0.1277583,51.5073509
"75","rs117","alumni","rsm",1896,"allen, f j","allen","frederick","jorm",NA,NA,NA,NA,"bessemer",-86.954437,33.4017766
"76","rs118","alumni","rsm",1896,"allen, f j","allen","frederick","jorm",NA,NA,NA,NA,"clyde street dunedin new zealand",170.5164112,-45.8662005
"77","rs119","alumni","rsm",1870,"allen, j o","allen","j","o",NA,NA,"student","royal school of mines","london",-0.1277583,51.5073509
"78","rs120","alumni","rsm",1896,"allen, j o","allen","j","o",NA,NA,"director",NA,"in the indian telegraph department director general s oflice",NA,NA
"79","rs124","alumni","rsm",1896,"allingham, s","allingham","sidney","",NA,"mining","engineer","the mining department",NA,NA,NA
"80","rs125","alumni","rsm",1896,"allingham, s","allingham","sidney","",NA,"mining",NA,"and immisch electrical works ltd",NA,NA,NA
"81","rs126","alumni","rsm",1896,"allingham, s","allingham","sidney","",NA,"mining",NA,NA,"villa",-95.7002339,37.2169135
"82","rs127","alumni","rsm",1896,"allingham, s","allingham","sidney","",NA,"mining",NA,NA,NA,NA,NA
"83","rs128","alumni","rsm",1892,"alvarez, i na","alvarez","i",NA,NA,"mining","student","royal school of mines","london",-0.1277583,51.5073509
"84","rs129","alumni","rsm",1896,"alvarez, i na","alvarez","i",NA,NA,"mining","engineer","columbia","mining engineer in united states of columbia",-110.9531671,32.2333222
"85","rs130","alumni","rsm",1884,"anderson, h","anderson","herbert","",NA,"chemistry","chemist","royal school of mines","london",-0.1277583,51.5073509
"86","rs134","alumni","rsm",1896,"anderson, h","anderson","herbert","",NA,"chemistry","master","the newton abbot",NA,NA,NA
"87","rs136","alumni","rsm",1896,"anderson, h","anderson","herbert","",NA,"chemistry",NA,"the county school","welling",0.109744,51.4622529
"88","rs137","alumni","rsm",1896,"anderson, h","anderson","herbert","",NA,"chemistry",NA,NA,"welling",0.109744,51.4622529
"89","rs138","alumni","rsm",1896,"anderson, h","anderson","herbert","",NA,"chemistry",NA,"cnrzrzrr","great cnrzrzrr n street w st bnouonron manchester",-74.40836,40.9135622
"90","rs139","alumni","rsm",1876,"andres, a","andres","angelo","",NA,NA,"student","royal school of mines","london",-0.1277583,51.5073509
"91","rs141","alumni","rsm",1896,"andres, a","andres","angelo","",NA,NA,NA,"south kensington investigated","kensington",-75.1179823,39.9934039
"92","rs142","alumni","rsm",1896,"andres, a","andres","angelo","",NA,NA,NA,"some years",NA,NA,NA
"93","rs143","alumni","rsm",1896,"andres, a","andres","angelo","",NA,NA,"assistant","on the zoological station",NA,NA,NA
"94","rs144","alumni","rsm",1896,"andres, a","andres","angelo","",NA,NA,NA,"the sea",NA,NA,NA
"95","rs145","alumni","rsm",1896,"andres, a","andres","angelo","",NA,NA,NA,"a revisionary monograph",NA,NA,NA
"96","rs146","alumni","rsm",1896,"andres, a","andres","angelo","",NA,NA,"professor","zoology and comparative",NA,NA,NA
"97","rs148","alumni","rsm",1896,"andres, a","andres","angelo","",NA,NA,NA,NA,"italy",12.56738,41.87194
"98","rs149","alumni","rsm",1896,"andres, a","andres","angelo","",NA,"chemistry","student","chemistry",NA,NA,NA
"99","rs150","alumni","rsm",1896,"andres, a","andres","angelo","",NA,"chemistry","assistant","the royal college",NA,NA,NA
"100","rs151","alumni","rsm",1896,"andres, a","andres","angelo","",NA,"chemistry","assistant","professor graham at",NA,NA,NA
"101","rs152","alumni","rsm",1896,"andres, a","andres","angelo","",NA,"chemistry","miner","coal mine","the coal miners safety indicator",NA,NA
"102","rs153","alumni","rsm",1891,"archer, r i","archer","ralph","ivielville",NA,"physics",NA,"royal school of mines","london",-0.1277583,51.5073509
"103","rs154","alumni","rsm",1896,"archer, r i","archer","ralph","ivielville",NA,"physics","assistant","the royal college",NA,NA,NA
"104","rs155","alumni","rsm",1896,"archer, r i","archer","ralph","ivielville",NA,"physics",NA,"science",NA,NA,NA
"105","rs156","alumni","rsm",1896,"archer, r i","archer","ralph","ivielville",NA,"physics",NA,NA,"stratford gaovrz putney loxnon sw and royal college or",-0.0081304,51.5471806
"106","rs157","alumni","rsm",1896,"science, l na","science","lonpon",NA,NA,NA,NA,NA,"science lonpon sw",-0.1745235,51.4978095
"107","rs158","alumni","rsm",1893,"armstrong, f w","armstrong","frederick","w",NA,"metallurgy",NA,"royal school of mines","london",-0.1277583,51.5073509
"108","rs160","alumni","rsm",1896,"armstrong, f w","armstrong","frederick","w",NA,"metallurgy","master","mottram grammar school",NA,NA,NA
"109","rs161","alumni","rsm",1896,"armstrong, f w","armstrong","frederick","w",NA,"metallurgy","engineer",NA,"manchester",-2.2426305,53.4807593
"110","rs162","alumni","rsm",1896,"armstrong, f w","armstrong","frederick","w",NA,"metallurgy",NA,NA,"manchester",-2.2426305,53.4807593
"111","rs163","alumni","rsm",1896,"armstrong, f w","armstrong","frederick","w",NA,"metallurgy",NA,NA,"s arm",NA,NA
"112","rs164","alumni","rsm",1866,"armstrong, h e","armstrong","henry","edward",NA,NA,"student","royal school of mines","london",-0.1277583,51.5073509
"113","rs166","alumni","rsm",1896,"armstrong, h e","armstrong","henry","edward",NA,NA,NA,"council",NA,NA,NA
"114","rs167","alumni","rsm",1896,"armstrong, h e","armstrong","henry","edward",NA,"chemistry","professor","chemistry the","london",-0.1277583,51.5073509
"115","rs168","alumni","rsm",1896,"armstrong, h e","armstrong","henry","edward",NA,"chemistry","professor",NA,"central",-95.7480448,37.1530589
"116","rs169","alumni","rsm",1896,"armstrong, h e","armstrong","henry","edward",NA,"chemistry","chemist","the london institution","london",-0.1277583,51.5073509
"117","rs170","alumni","rsm",1896,"armstrong, h e","armstrong","henry","edward",NA,"chemistry",NA,NA,"granvu e park lew si am london se",-0.1657303,51.5072682
"118","rs171","alumni","rsm",1884,"asano, n","asano","nagayuki","",NA,"geology",NA,"royal school of mines","london",-0.1277583,51.5073509
"119","rs173","alumni","rsm",1896,"asano, n","asano","nagayuki","",NA,"geology","master","ceremonies his","japan",138.252924,36.204824
"120","rs174","alumni","rsm",1896,"asano, n","asano","nagayuki","",NA,"geology",NA,NA,"japan",138.252924,36.204824
"121","rs178","alumni","rsm",1896,"asano, n","asano","nagayuki","",NA,"geology","assistant","b kitesq",NA,NA,NA
"122","rs179","alumni","rsm",1896,"asano, n","asano","nagayuki","",NA,"mining","chemist","the ferreira gold mining co",NA,NA,NA
"123","rs182","alumni","rsm",1896,"asano, n","asano","nagayuki","",NA,"mining",NA,NA,"long s rree r lower bnouci r on lvlanchi ister",NA,NA
"124","rs183","alumni","rsm",1848,"ashley, t r","ashley","the","rev",NA,NA,"student","royal school of mines","london",-0.1277583,51.5073509
"125","rs186","alumni","rsm",1896,"ashley, t r","ashley","the","rev",NA,NA,NA,"the royal college",NA,NA,NA
"126","rs187","alumni","rsm",1896,"ashley, t r","ashley","the","rev",NA,"chemistry","lecturer","the society",NA,NA,NA
"127","rs188","alumni","rsm",1896,"ashley, t r","ashley","the","rev",NA,"chemistry",NA,"medicine ordained in","hunter",-73.9645291,40.7678398
"128","rs189","alumni","rsm",1896,"ashley, t r","ashley","the","rev",NA,"chemistry","author","and a number works",NA,NA,NA
"129","rs191","alumni","rsm",1896,"ashley, t r","ashley","the","rev",NA,"chemistry",NA,NA,"fewsron otley yorkshire",-1.7250824,53.9989324
"130","rs192","alumni","rsm",1892,"ashmore, g p","ashmore","g","percy",NA,"mining","student","royal school of mines","london",-0.1277583,51.5073509
"131","rs193","alumni","rsm",1896,"ashmore, g p","ashmore","g","percy",NA,"mining","manager","the caylloma silver mining co","caylloma",-71.601445,-15.6378116
"132","rs194","alumni","rsm",1896,"ashmore, g p","ashmore","g","percy",NA,"mining",NA,"esq caylloma snver mining co","c c wagner esq caylloma snver mining co l rd peru",-71.7707989,-15.1895112
"133","rs196","alumni","rsm",1896,"ashwin, g h","ashwin","guy","hamiltqn",NA,NA,"manager","fed inst min",NA,NA,NA
"134","rs197","alumni","rsm",1896,"ashwin, g h","ashwin","guy","hamiltqn",NA,NA,"manager","bedworth coal and iron co",NA,NA,NA
"135","rs201","alumni","rsm",1896,"ashwin, g h","ashwin","guy","hamiltqn",NA,NA,NA,NA,NA,NA,NA
"136","rs203","alumni","rsm",1896,"atkins, h c","atkins","henry","c",NA,"physics","assistant","the solar physics",NA,NA,NA
"137","rs204","alumni","rsm",1896,"atkins, h c","atkins","henry","c",NA,"physics","teacher","the people",NA,NA,NA
"138","rs205","alumni","rsm",1896,"atkins, h c","atkins","henry","c",NA,"physics","lecturer","fowler lancaster and co","lancaster",-76.3055144,40.0378755
"139","rs206","alumni","rsm",1896,"atkins, h c","atkins","henry","c",NA,"physics","engineer","the birmingham municipal","birmingham",-86.8103567,33.5185892
"140","rs207","alumni","rsm",1896,"atkins, h c","atkins","henry","c",NA,"physics",NA,NA,"sussi zx roan sou ri or r lancashire",-71.4306524,41.8499704
"141","rs208","alumni","rsm",1870,"atkinson, r v","atkinson","robert","vvilliam",NA,NA,"student","royal school of mines","london",-0.1277583,51.5073509
"142","rs209","alumni","rsm",1881,"atkinson, w","atkinson","william","",NA,"geology","student","royal school of mines","london",-0.1277583,51.5073509
"143","rs210","alumni","rsm",1896,"atkinson, w","atkinson","william","",NA,"geology","assistant","the royal college","assistant in geology at the royal college of science",-0.1748772,51.4987997
"144","rs213","alumni","rsm",1896,"attenborough, l g","attenborough","leonard","george",NA,NA,NA,NA,"tower house strawberry hill twickenham",-0.334353,51.438794
"145","rs217","alumni","rsm",1896,"audley, j na","audley","james",NA,NA,NA,"master","the municipal science",NA,NA,NA
"146","rs219","alumni","rsm",1896,"audley, j na","audley","james",NA,NA,NA,NA,NA,"lichfield street ham y staffordshire",-1.831672,52.681602
"147","rs220","alumni","rsm",1855,"austen,  na","austen","",NA,NA,NA,"student","royal school of mines","london",-0.1277583,51.5073509
"148","rs221","alumni","rsm",1896,"austen,  na","austen","",NA,NA,NA,"manager","candle company",NA,NA,NA
"149","rs224","alumni","rsm",1854,"austen,  na","austen","",NA,NA,NA,"student","royal school of mines","london",-0.1277583,51.5073509
"150","rs225","alumni","rsm",1896,"austen,  na","austen","",NA,NA,NA,"miner","on mine","sometime on mineral surveys in north america",-105.2551187,54.5259614
"151","rs226","alumni","rsm",1878,"baker, c k","baker","charles","kerslake",NA,"metallurgy",NA,"royal school of mines","london",-0.1277583,51.5073509
"152","rs228","alumni","rsm",1896,"baker, c k","baker","charles","kerslake",NA,"chemistry","chemist","the university college","university",-95.9766122,36.7494938
"153","rs230","alumni","rsm",1896,"baker, c k","baker","charles","kerslake",NA,"chemistry","miner","the corporation of","sheffield",-1.470085,53.381129
"154","rs231","alumni","rsm",1896,"baker, c k","baker","charles","kerslake",NA,"chemistry",NA,NA,"change alley sheffield",-1.470085,53.381129
"155","rs233","alumni","rsm",1896,"baker, f","baker","f","",NA,NA,"fellow","the royal horticultural society lecturer",NA,NA,NA
"156","rs234","alumni","rsm",1896,"baker, f","baker","f","",NA,NA,NA,"the technical school",NA,NA,NA
"157","rs235","alumni","rsm",1896,"baker, f","baker","f","",NA,NA,NA,NA,"cqbham park gravesend",0.3670718,51.4404179
"158","rs236","alumni","rsm",1883,"baker, h w","baker","h","w",NA,NA,"student","royal school of mines","london",-0.1277583,51.5073509
"159","rs237","alumni","rsm",1852,"baker, w","baker","william","",NA,"metallurgy",NA,"royal school of mines","london",-0.1277583,51.5073509
"160","rs239","alumni","rsm",1896,"baker, w","baker","william","",NA,"metallurgy",NA,"city london","london",-0.1277583,51.5073509
"161","rs240","alumni","rsm",1896,"baker, w","baker","william","",NA,"metallurgy","chemist","lead works","sheffield",-1.470085,53.381129
"162","rs241","alumni","rsm",1896,"baker, w","baker","william","",NA,"metallurgy","chemist","barnsley",NA,NA,NA
"163","rs242","alumni","rsm",1896,"baker, w","baker","william","",NA,"metallurgy","lecturer","the sheffield school",NA,NA,NA
"164","rs243","alumni","rsm",1896,"baker, w","baker","william","",NA,"metallurgy","died","lead died from",NA,NA,NA
"165","rs244","alumni","rsm",1896,"baker, w","baker","william","",NA,"metallurgy",NA,"an accident june",NA,NA,NA
"166","rs245","alumni","rsm",1896,"baker, w","baker","william","",NA,"metallurgy",NA,NA,"steel lnst p",NA,NA
"167","rs246","alumni","rsm",1881,"ball, e na","ball","edwin",NA,NA,"metallurgy","student","royal school of mines","london",-0.1277583,51.5073509
"168","rs249","alumni","rsm",1896,"ball, e na","ball","edwin",NA,NA,"metallurgy","inspector","royal school mine",NA,NA,NA
"169","rs250","alumni","rsm",1896,"ball, e na","ball","edwin",NA,NA,"metallurgy",NA,"the district of","cornwall",-5.0527125,50.2660471
"170","rs251","alumni","rsm",1896,"ball, e na","ball","edwin",NA,NA,"metallurgy",NA,NA,"somerset",-2.9262307,51.105097
"171","rs252","alumni","rsm",1896,"ball, e na","ball","edwin",NA,NA,"metallurgy","inspector",NA,"inspector s office scienc and art department south",NA,NA
"172","rs253","alumni","rsm",1896,"kensington, l na","kensington","lonoon",NA,NA,NA,NA,NA,"kensington",-75.1179823,39.9934039
"173","rs254","alumni","rsm",1896,"kensington, l na","kensington","lonoon",NA,NA,NA,NA,NA,NA,NA,NA
"174","rs257","alumni","rsm",1896,"ball, j","ball","john","",NA,"mining",NA,"zurich","freiberg",13.341727,50.9128283
"175","rs258","alumni","rsm",1896,"ball, j","ball","john","",NA,"mining",NA,NA,"reds aw street derby",-1.4907551,52.9315995
"176","rs259","alumni","rsm",1888,"ballard, e g","ballard","e","g",NA,"metallurgy",NA,"royal school of mines","london",-0.1277583,51.5073509
"177","rs261","alumni","rsm",1896,"ballard, e g","ballard","e","g",NA,"metallurgy","chemist","germania smelting and refining works",NA,NA,NA
"178","rs262","alumni","rsm",1896,"ballard, e g","ballard","e","g",NA,"metallurgy","chemist","and subsequently manager","chicago",-87.6297982,41.8781136
"179","rs263","alumni","rsm",1896,"ballard, e g","ballard","e","g",NA,"mining","manager","mining and smelting co ltd",NA,NA,NA
"180","rs264","alumni","rsm",1896,"ballard, e g","ballard","e","g",NA,"mining","inspector","smelting works","cornwall",-5.0527125,50.2660471
"181","rs265","alumni","rsm",1896,"ballard, e g","ballard","e","g",NA,"mining",NA,"west lancashire cheshire","wales",-3.7837117,52.1306607
"182","rs266","alumni","rsm",1896,"ballard, e g","ballard","e","g",NA,"mining",NA,NA,"ireland",-7.6920536,53.1423672
"183","rs267","alumni","rsm",1896,"ballard, e g","ballard","e","g",NA,"mining",NA,NA,"chester",-75.3557457,39.849557
"184","rs268","alumni","rsm",1896,"ballard, e g","ballard","e","g",NA,"mining",NA,NA,"govern v ent board w te all london sw",-0.1277583,51.5073509
"185","rs269","alumni","rsm",1849,"baly, g","baly","george","",NA,NA,"student","royal school of mines","london",-0.1277583,51.5073509
"186","rs270","alumni","rsm",1896,"baly, g","baly","george","",NA,NA,"chemist",NA,"manufacturing chemist",-93.5758611,41.8860344
"187","rs271","alumni","rsm",1855,"bamber, h k","bamber","henry","kelway",NA,NA,"student","royal school of mines","london",-0.1277583,51.5073509
"188","rs274","alumni","rsm",1896,"fic, m i","fic","mem","iron",NA,NA,NA,NA,"westm nster chambers v ctor a street london sw",-0.1595389,51.5145337
"189","rs275","alumni","rsm",1846,"bankart, h","bankart","howard","",NA,"mining","student","royal school of mines","london",-0.1277583,51.5073509
"190","rs276","alumni","rsm",1896,"bankart, h","bankart","howard","",NA,"mining","metallurgist",NA,"metallurgist and mining engineer",-105.221172,39.752439
"191","rs277","alumni","rsm",1878,"banon, h c","banon","henry","c",NA,"metallurgy",NA,"royal school of mines","london",-0.1277583,51.5073509
"192","rs279","alumni","rsm",1896,"banon, h c","banon","henry","c",NA,"mining","manager","the gold bank mining co",NA,NA,NA
"193","rs280","alumni","rsm",1896,"banon, h c","banon","henry","c",NA,"mining","manager","ida may gold mining co","cripple",-105.178103,38.746501
"194","rs281","alumni","rsm",1896,"banon, h c","banon","henry","c",NA,"mining","manager","the east nigel",NA,NA,NA
"195","rs283","alumni","rsm",1896,"banon, h c","banon","henry","c",NA,"mining",NA,NA,"n cel transvaal sar",NA,NA
"196","rs284","alumni","rsm",1871,"bantock, w","bantock","w","",NA,NA,"student","royal school of mines","london",-0.1277583,51.5073509
"197","rs285","alumni","rsm",1896,"bantock, w","bantock","w","",NA,NA,"chemist","gunpowder works","sometime chemist to messrs whites gunpowder works",NA,NA
"198","rs286","alumni","rsm",1884,"barbour, h","barbour","hugh","",NA,"metallurgy",NA,"royal school of mines","london",-0.1277583,51.5073509
"199","rs287","alumni","rsm",1896,"barbour, h","barbour","hugh","",NA,"metallurgy",NA,NA,"cumberland",-78.7625185,39.6528654
"200","rs288","alumni","rsm",1871,"barbour, h","barbour","hugh","",NA,"metallurgy","student","royal school of mines","london",-0.1277583,51.5073509
"201","rs290","alumni","rsm",1896,"barbour, h","barbour","hugh","",NA,"metallurgy",NA,NA,NA,NA,NA
"202","rs291","alumni","rsm",1885,"barker, m w","barker","matthew","wson",NA,NA,"student","royal school of mines","london",-0.1277583,51.5073509
"203","rs292","alumni","rsm",1896,"barker, m w","barker","matthew","wson",NA,NA,"manager","cert mine",NA,NA,NA
"204","rs295","alumni","rsm",1896,"barker, m w","barker","matthew","wson",NA,NA,"surveyor","surveyor de beers consol mine","kimberley",24.7499112,-28.7282384
"205","rs296","alumni","rsm",1896,"barker, m w","barker","matthew","wson",NA,NA,"manager","messrs howard farrar","johannesburg",28.0473051,-26.2041028
"206","rs297","alumni","rsm",1896,"barker, m w","barker","matthew","wson",NA,NA,"engineer","the east rand prop mine",NA,NA,NA
"207","rs298","alumni","rsm",1896,"barker, m w","barker","matthew","wson",NA,"mining",NA,"new kleinfontein gold mining co",NA,NA,NA
"208","rs299","alumni","rsm",1896,"barker, m w","barker","matthew","wson",NA,"mining",NA,"central gold mining co ltd","central",-95.7480448,37.1530589
"209","rs301","alumni","rsm",1896,"barker, m w","barker","matthew","wson",NA,"mining",NA,NA,"po box johannesburg sar",28.0473051,-26.2041028
"210","rs302","alumni","rsm",1852,"barlow, t r","barlow","the","rav",NA,NA,"student","royal school of mines","london",-0.1277583,51.5073509
